,Date,adj_close,close,low,high,open,volume
96,2017-08-13,,,,,,
97,2017-08-14,,,,,,
98,2017-08-15,,,,,,
99,2017-08-16,,,,,,
100,2017-08-17,,,,,,
101,2017-08-18,,,,,,
102,2017-08-19,,,,,,
103,2017-08-20,,,,,,
104,2017-08-21,,,,,,
105,2017-08-22,,,,,,
106,2017-08-23,,,,,,
107,2017-08-24,,,,,,
108,2017-08-25,,,,,,
109,2017-08-26,,,,,,
110,2017-08-27,,,,,,
111,2017-08-28,,,,,,
112,2017-08-29,,,,,,
113,2017-08-30,,,,,,
114,2017-08-31,,,,,,
115,2017-09-01,,,,,,
116,2017-09-02,,,,,,
117,2017-09-03,,,,,,
118,2017-09-04,,,,,,
119,2017-09-05,,,,,,
120,2017-09-06,,,,,,
121,2017-09-07,,,,,,
122,2017-09-08,,,,,,
123,2017-09-09,,,,,,
124,2017-09-10,,,,,,
125,2017-09-11,,,,,,
126,2017-09-12,,,,,,
127,2017-09-13,,,,,,
128,2017-09-14,,,,,,
129,2017-09-15,,,,,,
130,2017-09-16,,,,,,
131,2017-09-17,,,,,,
132,2017-09-18,,,,,,
133,2017-09-19,,,,,,
134,2017-09-20,,,,,,
135,2017-09-21,,,,,,
136,2017-09-22,,,,,,
137,2017-09-23,,,,,,
138,2017-09-24,,,,,,
139,2017-09-25,,,,,,
140,2017-09-26,,,,,,
141,2017-09-27,,,,,,
142,2017-09-28,,,,,,
143,2017-09-29,,,,,,
144,2017-09-30,,,,,,
145,2017-10-01,,,,,,
146,2017-10-02,,,,,,
147,2017-10-03,,,,,,
148,2017-10-04,,,,,,
149,2017-10-05,,,,,,
150,2017-10-06,,,,,,
151,2017-10-07,,,,,,
152,2017-10-08,,,,,,
153,2017-10-09,,,,,,
154,2017-10-10,,,,,,
155,2017-10-11,,,,,,
156,2017-10-12,,,,,,
157,2017-10-13,,,,,,
158,2017-10-14,,,,,,
159,2017-10-15,,,,,,
160,2017-10-16,,,,,,
161,2017-10-17,,,,,,
162,2017-10-18,,,,,,
163,2017-10-19,,,,,,
164,2017-10-20,,,,,,
165,2017-10-21,,,,,,
166,2017-10-22,,,,,,
167,2017-10-23,,,,,,
168,2017-10-24,,,,,,
169,2017-10-25,,,,,,
170,2017-10-26,,,,,,
171,2017-10-27,,,,,,
172,2017-10-28,,,,,,
173,2017-10-29,,,,,,
174,2017-10-30,,,,,,
175,2017-10-31,,,,,,
176,2017-11-01,,,,,,
177,2017-11-02,,,,,,
178,2017-11-03,,,,,,
179,2017-11-04,,,,,,
180,2017-11-05,,,,,,
181,2017-11-06,,,,,,
182,2017-11-07,,,,,,
183,2017-11-08,,,,,,
184,2017-11-09,320.8840026855469,320.8840026855469,307.0559997558594,329.4519958496094,308.6449890136719,893249984.0
185,2017-11-10,299.25299072265625,299.25299072265625,294.5419921875,324.7179870605469,320.6709899902344,885985984.0
186,2017-11-11,314.6809997558594,314.6809997558594,298.1919860839844,319.4530029296875,298.58599853515625,842300992.0
187,2017-11-12,307.9079895019531,307.9079895019531,298.51300048828125,319.15301513671875,314.69000244140625,1613479936.0
188,2017-11-13,316.71600341796875,316.71600341796875,307.0249938964844,328.4150085449219,307.0249938964844,1041889984.0
189,2017-11-14,337.6310119628906,337.6310119628906,316.76300048828125,340.177001953125,316.76300048828125,1069680000.0
190,2017-11-15,333.35699462890625,333.35699462890625,329.81298828125,340.9119873046875,337.9639892578125,722665984.0
191,2017-11-16,330.92401123046875,330.92401123046875,323.6059875488281,336.15899658203125,333.4429931640625,797254016.0
192,2017-11-17,332.3940124511719,332.3940124511719,327.52301025390625,334.9639892578125,330.1669921875,621732992.0
193,2017-11-18,347.61199951171875,347.61199951171875,327.68701171875,349.6159973144531,331.9800109863281,649638976.0
194,2017-11-19,354.385986328125,354.385986328125,344.739990234375,371.2909851074219,347.4010009765625,1181529984.0
195,2017-11-20,366.7300109863281,366.7300109863281,353.2890014648437,372.1369934082031,354.093994140625,807027008.0
196,2017-11-21,360.4010009765625,360.4010009765625,350.6929931640625,372.4700012207031,367.4429931640625,949912000.0
197,2017-11-22,380.6520080566406,380.6520080566406,360.1470031738281,381.4200134277344,360.31201171875,800819008.0
198,2017-11-23,410.1659851074219,410.1659851074219,376.0880126953125,425.5480041503906,381.4389953613281,1845680000.0
199,2017-11-24,474.9110107421875,474.9110107421875,402.7579956054688,480.9729919433594,412.5010070800781,2292829952.0
200,2017-11-25,466.2760009765625,466.2760009765625,461.0530090332031,485.1919860839844,475.6759948730469,1422080000.0
201,2017-11-26,471.3299865722656,471.3299865722656,451.6059875488281,472.7229919433594,465.9739990234375,1197779968.0
202,2017-11-27,480.3550109863281,480.3550109863281,468.4849853515625,493.4049987792969,471.531005859375,1396480000.0
203,2017-11-28,472.9020080566406,472.9020080566406,466.3469848632813,482.4800109863281,480.51800537109375,1346499968.0
204,2017-11-29,427.5230102539063,427.5230102539063,425.0710144042969,522.3070068359375,473.281005859375,2675940096.0
205,2017-11-30,447.114013671875,447.114013671875,401.2430114746094,465.49700927734375,431.2149963378906,1903040000.0
206,2017-12-01,466.5400085449219,466.5400085449219,428.31201171875,472.6090087890625,445.2090148925781,1247879936.0
207,2017-12-02,463.4490051269531,463.4490051269531,456.6530151367188,476.239013671875,466.85101318359375,943649984.0
208,2017-12-03,465.8529968261719,465.8529968261719,451.85198974609375,482.8139953613281,463.7049865722656,990556992.0
209,2017-12-04,470.2040100097656,470.2040100097656,453.31201171875,474.7770080566406,466.0539855957031,1005550016.0
210,2017-12-05,463.281005859375,463.281005859375,457.6600036621094,473.5580139160156,470.29400634765625,1216720000.0
211,2017-12-06,428.5880126953125,428.5880126953125,420.2099914550781,462.7080078125,462.60400390625,1998259968.0
212,2017-12-07,434.4079895019531,434.4079895019531,414.4110107421875,441.3970031738281,426.3689880371094,2129570048.0
213,2017-12-08,456.031005859375,456.031005859375,422.3670043945313,466.06201171875,434.989013671875,2336379904.0
214,2017-12-09,473.50201416015625,473.50201416015625,456.25299072265625,504.1470031738281,457.343994140625,2003849984.0
215,2017-12-10,441.7210083007813,441.7210083007813,429.5140075683594,472.78900146484375,472.78900146484375,1404179968.0
216,2017-12-11,515.135986328125,515.135986328125,439.10400390625,516.968994140625,440.3580017089844,1771440000.0
217,2017-12-12,651.4310302734375,651.4310302734375,504.4939880371094,657.3179931640625,522.2860107421875,5179829760.0
218,2017-12-13,702.7670288085938,702.7670288085938,597.7979736328125,747.9929809570312,644.906005859375,4524539904.0
219,2017-12-14,695.8159790039062,695.8159790039062,664.989013671875,753.1209716796875,700.593994140625,3821580032.0
220,2017-12-15,684.447998046875,684.447998046875,621.0609741210938,697.1320190429688,696.3759765625,2758710016.0
221,2017-12-16,696.208984375,696.208984375,680.7860107421875,718.385009765625,686.1920166015625,2165690112.0
222,2017-12-17,719.9749755859375,719.9749755859375,696.2369995117188,735.8250122070312,696.2369995117188,2147389952.0
223,2017-12-18,794.64501953125,794.64501953125,689.2310180664062,803.927978515625,721.7319946289062,3249230080.0
224,2017-12-19,826.822998046875,826.822998046875,785.3419799804688,881.9439697265625,793.9010009765625,4096549888.0
225,2017-12-20,819.0859985351562,819.0859985351562,756.0040283203125,845.06201171875,827.5159912109375,3969939968.0
226,2017-12-21,821.06298828125,821.06298828125,792.6890258789062,880.5430297851562,820.2360229492188,3569060096.0
227,2017-12-22,674.8599853515625,674.8599853515625,543.7620239257812,827.6829833984375,822.6430053710938,4977710080.0
228,2017-12-23,719.3870239257812,719.3870239257812,679.7310180664062,763.89501953125,681.3159790039062,2480339968.0
229,2017-12-24,694.1480102539062,694.1480102539062,614.9219970703125,721.7689819335938,721.7689819335938,2300549888.0
230,2017-12-25,765.833984375,765.833984375,698.8699951171875,782.52099609375,698.8699951171875,2491760128.0
231,2017-12-26,773.8359985351562,773.8359985351562,760.9349975585938,786.7899780273438,763.3699951171875,2201159936.0
232,2017-12-27,762.8419799804688,762.8419799804688,738.4130249023438,789.2529907226562,774.969970703125,2100029952.0
233,2017-12-28,737.0230102539062,737.0230102539062,701.18701171875,763.3189697265625,762.2080078125,2389149952.0
234,2017-12-29,753.5919799804688,753.5919799804688,729.6079711914062,770.1170043945312,740.3889770507812,2648969984.0
235,2017-12-30,717.2570190429688,717.2570190429688,685.2310180664062,753.8150024414062,753.8150024414062,3187780096.0
236,2017-12-31,756.7329711914062,756.7329711914062,710.1190185546875,760.3480224609375,712.2119750976562,2554269952.0
237,2018-01-01,772.6409912109375,772.6409912109375,742.0040283203125,782.530029296875,755.7570190429688,2595760128.0
238,2018-01-02,884.4439697265625,884.4439697265625,772.3460083007812,914.8300170898438,772.3460083007812,5783349760.0
239,2018-01-03,962.719970703125,962.719970703125,868.4509887695312,974.4710083007812,886.0,5093159936.0
240,2018-01-04,980.9219970703124,980.9219970703124,946.0859985351562,1045.0799560546875,961.7130126953124,6502859776.0
241,2018-01-05,997.719970703125,997.719970703125,956.3250122070312,1075.3900146484375,975.75,6683149824.0
242,2018-01-06,1041.6800537109375,1041.6800537109375,994.6220092773438,1060.7099609375,995.1539916992188,4662219776.0
243,2018-01-07,1153.1700439453125,1153.1700439453125,1043.010009765625,1153.1700439453125,1043.010009765625,5569880064.0
244,2018-01-08,1148.530029296875,1148.530029296875,1016.0499877929688,1266.9300537109375,1158.260009765625,8450970112.0
245,2018-01-09,1299.739990234375,1299.739990234375,1145.489990234375,1320.97998046875,1146.0,7965459968.0
246,2018-01-10,1255.8199462890625,1255.8199462890625,1226.5999755859375,1417.3800048828125,1300.3399658203125,9214950400.0
247,2018-01-11,1154.9300537109375,1154.9300537109375,1135.1700439453125,1337.300048828125,1268.0899658203125,7235899904.0
248,2018-01-12,1273.199951171875,1273.199951171875,1120.0899658203125,1296.0400390625,1158.2900390625,5222300160.0
249,2018-01-13,1396.4200439453125,1396.4200439453125,1270.469970703125,1432.8800048828125,1270.469970703125,5746760192.0
250,2018-01-14,1366.77001953125,1366.77001953125,1286.2099609375,1400.56005859375,1397.47998046875,4841630208.0
251,2018-01-15,1291.9200439453125,1291.9200439453125,1290.5999755859375,1390.5899658203125,1365.2099609375,4781100032.0
252,2018-01-16,1053.68994140625,1053.68994140625,875.5449829101562,1292.6300048828125,1292.6300048828125,8405139968.0
253,2018-01-17,1014.25,1014.25,780.9219970703125,1090.22998046875,1061.3399658203125,8545160192.0
254,2018-01-18,1036.280029296875,1036.280029296875,967.7589721679688,1100.31005859375,1016.4400024414062,5938319872.0
255,2018-01-19,1039.0999755859375,1039.0999755859375,1003.7100219726562,1093.219970703125,1028.8199462890625,4084450048.0
256,2018-01-20,1155.1500244140625,1155.1500244140625,1044.949951171875,1167.1099853515625,1044.949951171875,3975190016.0
257,2018-01-21,1049.5799560546875,1049.5799560546875,1021.5,1155.6800537109375,1155.6800537109375,3378089984.0
258,2018-01-22,1003.260009765625,1003.260009765625,930.7410278320312,1089.0999755859375,1055.3499755859375,3810099968.0
259,2018-01-23,986.22900390625,986.22900390625,920.5399780273438,1023.22998046875,1004.1699829101562,3556699904.0
260,2018-01-24,1058.780029296875,1058.780029296875,965.8079833984376,1062.43994140625,987.4769897460938,3944039936.0
261,2018-01-25,1056.030029296875,1056.030029296875,1034.739990234375,1104.6600341796875,1063.219970703125,4050190080.0
262,2018-01-26,1055.1700439453125,1055.1700439453125,996.7839965820312,1080.5999755859375,1052.699951171875,3617690112.0
263,2018-01-27,1107.0699462890625,1107.0699462890625,1042.1199951171875,1121.97998046875,1055.75,3002870016.0
264,2018-01-28,1246.010009765625,1246.010009765625,1111.780029296875,1257.77001953125,1111.780029296875,5372329984.0
265,2018-01-29,1182.3599853515625,1182.3599853515625,1169.0799560546875,1256.699951171875,1246.699951171875,3715079936.0
266,2018-01-30,1071.1300048828125,1071.1300048828125,1058.969970703125,1184.6300048828125,1184.1300048828125,4107859968.0
267,2018-01-31,1118.31005859375,1118.31005859375,1034.5,1128.6600341796875,1071.0899658203125,3757560064.0
268,2018-02-01,1036.7900390625,1036.7900390625,984.8189697265624,1161.3499755859375,1119.3699951171875,5261680128.0
269,2018-02-02,915.7849731445312,915.7849731445312,757.97998046875,1035.77001953125,1035.77001953125,6713290240.0
270,2018-02-03,964.0189819335938,964.0189819335938,847.6900024414062,991.9429931640624,919.2109985351562,3243480064.0
271,2018-02-04,834.6820068359375,834.6820068359375,805.0640258789062,969.031982421875,964.6669921875,2997090048.0
272,2018-02-05,697.9509887695312,697.9509887695312,644.5989990234375,856.64599609375,834.9580078125,4269530112.0
273,2018-02-06,793.1220092773438,793.1220092773438,574.4190063476562,796.4390258789062,707.7369995117188,6518269952.0
274,2018-02-07,757.0679931640625,757.0679931640625,723.4329833984375,851.2000122070312,790.427978515625,3896179968.0
275,2018-02-08,817.8070068359375,817.8070068359375,755.843017578125,845.0859985351562,755.843017578125,3708189952.0
276,2018-02-09,883.864990234375,883.864990234375,788.833984375,884.0040283203125,818.47998046875,2495820032.0
277,2018-02-10,860.4149780273438,860.4149780273438,825.5770263671875,917.4000244140624,882.4669799804688,2930530048.0
278,2018-02-11,814.6599731445312,814.6599731445312,788.2219848632812,859.2880249023438,859.2880249023438,2486650112.0
279,2018-02-12,868.7069702148438,868.7069702148438,817.5079956054688,875.93701171875,817.5079956054688,2243450112.0
280,2018-02-13,845.2579956054688,845.2579956054688,828.8369750976562,870.708984375,869.2930297851562,2081170048.0
281,2018-02-14,923.5609741210938,923.5609741210938,844.2789916992188,926.4290161132812,844.2789916992188,2818370048.0
282,2018-02-15,936.9760131835938,936.9760131835938,911.1110229492188,951.947998046875,923.72802734375,2900100096.0
283,2018-02-16,944.2100219726562,944.2100219726562,917.8480224609376,950.0050048828124,934.7860107421876,2369449984.0
284,2018-02-17,974.114990234375,974.114990234375,940.7540283203124,976.594970703125,944.7479858398438,2525720064.0
285,2018-02-18,923.9210205078124,923.9210205078124,915.4450073242188,982.9329833984376,973.3489990234376,2567290112.0
286,2018-02-19,943.864990234375,943.864990234375,921.5540161132812,957.7769775390624,921.6680297851562,2169019904.0
287,2018-02-20,895.3709716796875,895.3709716796875,892.9539794921875,965.2650146484376,943.5670166015624,2545260032.0
288,2018-02-21,849.9710083007812,849.9710083007812,830.56298828125,912.375,894.135009765625,2531729920.0
289,2018-02-22,812.844970703125,812.844970703125,802.6680297851562,875.926025390625,849.2620239257812,2150370048.0
290,2018-02-23,864.1890258789062,864.1890258789062,794.791015625,886.3179931640625,811.5850219726562,2334820096.0
291,2018-02-24,840.5150146484375,840.5150146484375,818.5499877929688,879.531005859375,861.593017578125,1926579968.0
292,2018-02-25,844.8099975585938,844.8099975585938,822.3809814453125,853.14599609375,839.458984375,1646960000.0
293,2018-02-26,869.3150024414062,869.3150024414062,842.3189697265625,880.3920288085938,845.2780151367188,2044480000.0
294,2018-02-27,878.2650146484375,878.2650146484375,867.0969848632812,896.2589721679688,870.364990234375,2053980032.0
295,2018-02-28,855.198974609375,855.198974609375,855.1240234375,890.1079711914062,877.9340209960938,1963980032.0
296,2018-03-01,872.2000122070312,872.2000122070312,851.9199829101562,880.302001953125,856.0120239257812,1868519936.0
297,2018-03-02,856.85302734375,856.85302734375,852.4219970703125,876.3779907226562,871.7639770507812,1894419968.0
298,2018-03-03,857.2249755859375,857.2249755859375,855.2069702148438,868.4539794921875,856.7109985351562,1699369984.0
299,2018-03-04,866.677978515625,866.677978515625,840.280029296875,867.9500122070312,856.1859741210938,1697939968.0
300,2018-03-05,853.6840209960938,853.6840209960938,853.52001953125,869.9199829101562,866.8460083007812,1898489984.0
301,2018-03-06,816.9509887695312,816.9509887695312,809.9310302734375,853.8170166015625,853.8170166015625,1943069952.0
302,2018-03-07,752.8309936523438,752.8309936523438,726.5469970703125,825.6069946289062,816.27099609375,2175419904.0
303,2018-03-08,704.5960083007812,704.5960083007812,696.1690063476562,773.7670288085938,752.5700073242188,1891640064.0
304,2018-03-09,728.916015625,728.916015625,648.1069946289062,729.156005859375,702.197021484375,2233019904.0
305,2018-03-10,686.8900146484375,686.8900146484375,682.6950073242188,748.031005859375,730.1599731445312,1532960000.0
306,2018-03-11,723.3389892578125,723.3389892578125,668.1229858398438,735.8309936523438,685.31201171875,1562680064.0
307,2018-03-12,699.8309936523438,699.8309936523438,683.2680053710938,742.5139770507812,724.406005859375,1764999936.0
308,2018-03-13,690.8270263671875,690.8270263671875,682.3499755859375,713.7349853515625,698.1530151367188,1425959936.0
309,2018-03-14,614.291015625,614.291015625,594.0999755859375,702.7839965820312,691.218994140625,1810560000.0
310,2018-03-15,611.3040161132812,611.3040161132812,579.5050048828125,620.6160278320312,614.8389892578125,1770460032.0
311,2018-03-16,601.666015625,601.666015625,587.8619995117188,623.1680297851562,611.7780151367188,1417350016.0
312,2018-03-17,552.7789916992188,552.7789916992188,549.0960083007812,609.1510009765625,601.677978515625,1267810048.0
313,2018-03-18,538.6439819335938,538.6439819335938,460.0880126953125,551.6400146484375,551.6400146484375,2685499904.0
314,2018-03-19,556.7260131835938,556.7260131835938,519.1229858398438,558.0999755859375,546.6259765625,2046790016.0
315,2018-03-20,557.1749877929688,557.1749877929688,521.2039794921875,567.0900268554688,556.7219848632812,1833680000.0
316,2018-03-21,561.7319946289062,561.7319946289062,550.572021484375,589.6069946289062,559.0999755859375,1781270016.0
317,2018-03-22,539.7020263671875,539.7020263671875,523.0889892578125,577.5659790039062,562.10302734375,1523459968.0
318,2018-03-23,539.6190185546875,539.6190185546875,512.1270141601562,540.4869995117188,539.864013671875,1596349952.0
319,2018-03-24,526.4390258789062,526.4390258789062,526.0800170898438,545.3820190429688,542.572021484375,1300009984.0
320,2018-03-25,524.2869873046875,524.2869873046875,515.6589965820312,535.8209838867188,522.7030029296875,1151170048.0
321,2018-03-26,489.9509887695313,489.9509887695313,470.4400024414063,526.3790283203125,524.2869873046875,1638880000.0
322,2018-03-27,450.1159973144531,450.1159973144531,449.9710083007813,491.4590148925781,489.5899963378906,1617939968.0
323,2018-03-28,446.2789916992188,446.2789916992188,444.8609924316406,466.21099853515625,450.2909851074219,1514179968.0
324,2018-03-29,385.9679870605469,385.9679870605469,385.81298828125,450.81298828125,448.0750122070313,1970230016.0
325,2018-03-30,394.6449890136719,394.6449890136719,368.6329956054688,409.9289855957031,385.9049987792969,1878130048.0
326,2018-03-31,396.4570007324219,396.4570007324219,392.9530029296875,418.4679870605469,395.0039978027344,1323920000.0
327,2018-04-01,379.6069946289063,379.6069946289063,363.8049926757813,400.5280151367188,397.2539978027344,1256930048.0
328,2018-04-02,386.4249877929688,386.4249877929688,377.5929870605469,395.1709899902344,379.6990051269531,1102259968.0
329,2018-04-03,416.89300537109375,416.89300537109375,383.5320129394531,418.9679870605469,387.31201171875,1363399936.0
330,2018-04-04,380.5429992675781,380.5429992675781,375.30999755859375,417.4719848632813,416.4849853515625,1287730048.0
331,2018-04-05,383.2319946289063,383.2319946289063,369.8160095214844,387.7160034179688,379.9469909667969,1210680064.0
332,2018-04-06,370.2850036621094,370.2850036621094,366.9110107421875,385.1950073242188,382.7309875488281,967105984.0
333,2018-04-07,385.3139953613281,385.3139953613281,369.9360046386719,393.0589904785156,370.3800048828125,951475008.0
334,2018-04-08,400.5079956054688,400.5079956054688,385.60198974609375,402.5899963378906,385.7430114746094,948488000.0
335,2018-04-09,398.5260009765625,398.5260009765625,390.6099853515625,429.2510070800781,400.8569946289063,1478390016.0
336,2018-04-10,414.2430114746094,414.2430114746094,393.8789978027344,415.8880004882813,399.4110107421875,1196000000.0
337,2018-04-11,430.5400085449219,430.5400085449219,412.4710083007813,430.5400085449219,415.0239868164063,1439040000.0
338,2018-04-12,492.9410095214844,492.9410095214844,417.4129943847656,493.0580139160156,430.1610107421875,2519360000.0
339,2018-04-13,492.7349853515625,492.7349853515625,482.6589965820313,526.469970703125,493.1600036621094,2419249920.0
340,2018-04-14,501.4779968261719,501.4779968261719,488.2789916992188,512.0239868164062,492.5799865722656,1519079936.0
341,2018-04-15,531.7020263671875,531.7020263671875,502.8800048828125,531.7020263671875,502.8800048828125,1726089984.0
342,2018-04-16,511.1470031738281,511.1470031738281,500.25,534.197021484375,532.073974609375,1758979968.0
343,2018-04-17,502.8940124511719,502.8940124511719,502.5639953613281,518.031005859375,511.1449890136719,1760359936.0
344,2018-04-18,524.7890014648438,524.7890014648438,503.0450134277344,525.0919799804688,503.3089904785156,1762940032.0
345,2018-04-19,567.8889770507812,567.8889770507812,523.2620239257812,567.8889770507812,524.0380249023438,2256869888.0
346,2018-04-20,615.718017578125,615.718017578125,560.2830200195312,618.7150268554688,567.989013671875,2849469952.0
347,2018-04-21,605.39501953125,605.39501953125,578.5499877929688,621.8880004882812,616.0040283203125,2612460032.0
348,2018-04-22,621.8599853515625,621.8599853515625,593.8690185546875,640.7670288085938,606.1190185546875,2426269952.0
349,2018-04-23,642.5479736328125,642.5479736328125,621.0349731445312,646.7000122070312,621.198974609375,2386830080.0
350,2018-04-24,708.1580200195312,708.1580200195312,643.3980102539062,708.875,643.3980102539062,3581860096.0
351,2018-04-25,615.416015625,615.416015625,600.2119750976562,707.06201171875,707.06201171875,4216140032.0
352,2018-04-26,662.8090209960938,662.8090209960938,604.0070190429688,663.1810302734375,618.0789794921875,2984009984.0
353,2018-04-27,647.031982421875,647.031982421875,647.031982421875,684.8679809570312,662.1090087890625,2598129920.0
354,2018-04-28,683.677978515625,683.677978515625,644.64599609375,691.4420166015625,644.64599609375,2496659968.0
355,2018-04-29,688.8809814453125,688.8809814453125,670.5130004882812,697.7559814453125,683.9119873046875,2740559872.0
356,2018-04-30,669.9240112304688,669.9240112304688,666.1170043945312,694.4390258789062,689.760986328125,2853100032.0
357,2018-05-01,673.6129760742188,673.6129760742188,637.5399780273438,674.4030151367188,670.4630126953125,2678960128.0
358,2018-05-02,687.1489868164062,687.1489868164062,667.4199829101562,688.8419799804688,674.0750122070312,2822269952.0
359,2018-05-03,779.5430297851562,779.5430297851562,686.5910034179688,784.3410034179688,686.5910034179688,4210939904.0
360,2018-05-04,785.6240234375,785.6240234375,762.6320190429688,803.7459716796875,776.7750244140625,3533410048.0
361,2018-05-05,816.1199951171875,816.1199951171875,784.2369995117188,827.4550170898438,784.5830078125,3035040000.0
362,2018-05-06,792.3109741210938,792.3109741210938,764.8829956054688,835.0570068359375,816.0880126953125,3105570048.0
363,2018-05-07,753.7249755859375,753.7249755859375,710.177978515625,795.7579956054688,793.3389892578125,4316120064.0
364,2018-05-08,752.8569946289062,752.8569946289062,728.1290283203125,774.2490234375,755.0089721679688,2920489984.0
365,2018-05-09,752.2750244140625,752.2750244140625,718.4719848632812,759.5289916992188,752.9019775390625,2877870080.0
366,2018-05-10,727.2769775390625,727.2769775390625,726.6640014648438,766.7479858398438,752.5789794921875,2748950016.0
367,2018-05-11,679.5859985351562,679.5859985351562,669.8250122070312,736.9769897460938,727.0130004882812,3290080000.0
368,2018-05-12,686.0479736328125,686.0479736328125,644.0659790039062,691.4110107421875,679.8770141601562,2668480000.0
369,2018-05-13,733.4959716796875,733.4959716796875,675.3189697265625,741.31201171875,687.1749877929688,2362500096.0
370,2018-05-14,730.5490112304688,730.5490112304688,695.7919921875,742.1699829101562,732.7329711914062,3005110016.0
371,2018-05-15,708.8709716796875,708.8709716796875,700.9949951171875,739.052001953125,731.1430053710938,2523069952.0
372,2018-05-16,707.0499877929688,707.0499877929688,682.541015625,710.2000122070312,708.0869750976562,2476130048.0
373,2018-05-17,672.656982421875,672.656982421875,668.833984375,718.8330078125,708.718017578125,2350619904.0
374,2018-05-18,694.3670043945312,694.3670043945312,663.8090209960938,695.031005859375,672.1019897460938,2305740032.0
375,2018-05-19,696.530029296875,696.530029296875,686.791015625,715.5780029296875,695.072021484375,2021549952.0
376,2018-05-20,715.3690185546875,715.3690185546875,692.6690063476562,723.7529907226562,697.9229736328125,2156910080.0
377,2018-05-21,699.2219848632812,699.2219848632812,692.4940185546875,719.2780151367188,717.1929931640625,2005170048.0
378,2018-05-22,647.7410278320312,647.7410278320312,644.0260009765625,700.9760131835938,700.177978515625,2230469888.0
379,2018-05-23,583.5850219726562,583.5850219726562,572.9520263671875,651.635986328125,646.6699829101562,2995429888.0
380,2018-05-24,601.7550048828125,601.7550048828125,557.2059936523438,610.8179931640625,584.5360107421875,2791099904.0
381,2018-05-25,586.7340087890625,586.7340087890625,575.6240234375,617.1859741210938,602.1400146484375,2110919936.0
382,2018-05-26,587.280029296875,587.280029296875,583.5120239257812,606.1749877929688,587.426025390625,1694300032.0
383,2018-05-27,572.6680297851562,572.6680297851562,562.8660278320312,590.3280029296875,588.52001953125,1788790016.0
384,2018-05-28,516.0360107421875,516.0360107421875,512.552001953125,576.0490112304688,573.0449829101562,2356900096.0
385,2018-05-29,565.3880004882812,565.3880004882812,516.1480102539062,572.2639770507812,516.1480102539062,2330820096.0
386,2018-05-30,559.5900268554688,559.5900268554688,545.4310302734375,583.135986328125,566.8300170898438,2053970048.0
