,Date,adj_close,close,low,high,open,volume
294,2018-02-14,,,,,,
295,2018-02-15,,,,,,
296,2018-02-16,,,,,,
297,2018-02-17,,,,,,
298,2018-02-18,,,,,,
299,2018-02-19,,,,,,
300,2018-02-20,,,,,,
301,2018-02-21,,,,,,
302,2018-02-22,,,,,,
303,2018-02-23,,,,,,
304,2018-02-24,,,,,,
305,2018-02-25,,,,,,
306,2018-02-26,,,,,,
307,2018-02-27,,,,,,
308,2018-02-28,,,,,,
309,2018-03-01,,,,,,
310,2018-03-02,,,,,,
311,2018-03-03,,,,,,
312,2018-03-04,,,,,,
313,2018-03-05,,,,,,
314,2018-03-06,,,,,,
315,2018-03-07,,,,,,
316,2018-03-08,,,,,,
317,2018-03-09,,,,,,
318,2018-03-10,,,,,,
319,2018-03-11,,,,,,
320,2018-03-12,,,,,,
321,2018-03-13,,,,,,
322,2018-03-14,,,,,,
323,2018-03-15,,,,,,
324,2018-03-16,,,,,,
325,2018-03-17,,,,,,
326,2018-03-18,,,,,,
327,2018-03-19,,,,,,
328,2018-03-20,,,,,,
329,2018-03-21,,,,,,
330,2018-03-22,,,,,,
331,2018-03-23,,,,,,
332,2018-03-24,,,,,,
333,2018-03-25,,,,,,
334,2018-03-26,,,,,,
335,2018-03-27,,,,,,
336,2018-03-28,,,,,,
337,2018-03-29,,,,,,
338,2018-03-30,,,,,,
339,2018-03-31,,,,,,
340,2018-04-01,,,,,,
341,2018-04-02,,,,,,
342,2018-04-03,,,,,,
343,2018-04-04,,,,,,
344,2018-04-05,,,,,,
345,2018-04-06,,,,,,
346,2018-04-07,,,,,,
347,2018-04-08,,,,,,
348,2018-04-09,,,,,,
349,2018-04-10,,,,,,
350,2018-04-11,,,,,,
351,2018-04-12,,,,,,
352,2018-04-13,,,,,,
353,2018-04-14,,,,,,
354,2018-04-15,,,,,,
355,2018-04-16,,,,,,
356,2018-04-17,,,,,,
357,2018-04-18,,,,,,
358,2018-04-19,,,,,,
359,2018-04-20,,,,,,
360,2018-04-21,,,,,,
361,2018-04-22,,,,,,
362,2018-04-23,,,,,,
363,2018-04-24,,,,,,
364,2018-04-25,,,,,,
365,2018-04-26,,,,,,
366,2018-04-27,,,,,,
367,2018-04-28,,,,,,
368,2018-04-29,,,,,,
369,2018-04-30,,,,,,
370,2018-05-01,,,,,,
371,2018-05-02,,,,,,
372,2018-05-03,,,,,,
373,2018-05-04,,,,,,
374,2018-05-05,,,,,,
375,2018-05-06,,,,,,
376,2018-05-07,,,,,,
377,2018-05-08,,,,,,
378,2018-05-09,,,,,,
379,2018-05-10,,,,,,
380,2018-05-11,,,,,,
381,2018-05-12,,,,,,
382,2018-05-13,,,,,,
383,2018-05-14,,,,,,
384,2018-05-15,,,,,,
385,2018-05-16,,,,,,
386,2018-05-17,,,,,,
387,2018-05-18,,,,,,
388,2018-05-19,,,,,,
389,2018-05-20,,,,,,
390,2018-05-21,,,,,,
391,2018-05-22,,,,,,
392,2018-05-23,,,,,,
393,2018-05-24,,,,,,
394,2018-05-25,,,,,,
395,2018-05-26,,,,,,
396,2018-05-27,,,,,,
397,2018-05-28,,,,,,
398,2018-05-29,,,,,,
399,2018-05-30,,,,,,
400,2018-05-31,,,,,,
401,2018-06-01,,,,,,
402,2018-06-02,,,,,,
403,2018-06-03,,,,,,
404,2018-06-04,,,,,,
405,2018-06-05,,,,,,
406,2018-06-06,,,,,,
407,2018-06-07,,,,,,
408,2018-06-08,,,,,,
409,2018-06-09,,,,,,
410,2018-06-10,,,,,,
411,2018-06-11,,,,,,
412,2018-06-12,,,,,,
413,2018-06-13,,,,,,
414,2018-06-14,,,,,,
415,2018-06-15,,,,,,
416,2018-06-16,,,,,,
417,2018-06-17,,,,,,
418,2018-06-18,,,,,,
419,2018-06-19,,,,,,
420,2018-06-20,,,,,,
421,2018-06-21,,,,,,
422,2018-06-22,,,,,,
423,2018-06-23,,,,,,
424,2018-06-24,,,,,,
425,2018-06-25,,,,,,
426,2018-06-26,,,,,,
427,2018-06-27,,,,,,
428,2018-06-28,,,,,,
429,2018-06-29,,,,,,
430,2018-06-30,,,,,,
431,2018-07-01,,,,,,
432,2018-07-02,,,,,,
433,2018-07-03,,,,,,
434,2018-07-04,,,,,,
435,2018-07-05,,,,,,
436,2018-07-06,,,,,,
437,2018-07-07,,,,,,
438,2018-07-08,,,,,,
439,2018-07-09,,,,,,
440,2018-07-10,,,,,,
441,2018-07-11,,,,,,
442,2018-07-12,,,,,,
443,2018-07-13,,,,,,
444,2018-07-14,,,,,,
445,2018-07-15,,,,,,
446,2018-07-16,,,,,,
447,2018-07-17,,,,,,
448,2018-07-18,,,,,,
449,2018-07-19,,,,,,
450,2018-07-20,,,,,,
451,2018-07-21,,,,,,
452,2018-07-22,,,,,,
453,2018-07-23,,,,,,
454,2018-07-24,,,,,,
455,2018-07-25,,,,,,
456,2018-07-26,,,,,,
457,2018-07-27,,,,,,
458,2018-07-28,,,,,,
459,2018-07-29,,,,,,
460,2018-07-30,,,,,,
461,2018-07-31,,,,,,
462,2018-08-01,,,,,,
463,2018-08-02,,,,,,
464,2018-08-03,,,,,,
465,2018-08-04,,,,,,
466,2018-08-05,,,,,,
467,2018-08-06,,,,,,
468,2018-08-07,,,,,,
469,2018-08-08,,,,,,
470,2018-08-09,,,,,,
471,2018-08-10,,,,,,
472,2018-08-11,,,,,,
473,2018-08-12,,,,,,
474,2018-08-13,,,,,,
475,2018-08-14,,,,,,
476,2018-08-15,,,,,,
477,2018-08-16,,,,,,
478,2018-08-17,,,,,,
479,2018-08-18,,,,,,
480,2018-08-19,,,,,,
481,2018-08-20,,,,,,
482,2018-08-21,,,,,,
483,2018-08-22,,,,,,
484,2018-08-23,,,,,,
485,2018-08-24,,,,,,
486,2018-08-25,,,,,,
487,2018-08-26,,,,,,
488,2018-08-27,,,,,,
489,2018-08-28,,,,,,
490,2018-08-29,,,,,,
491,2018-08-30,,,,,,
492,2018-08-31,,,,,,
493,2018-09-01,,,,,,
494,2018-09-02,,,,,,
495,2018-09-03,,,,,,
496,2018-09-04,,,,,,
497,2018-09-05,,,,,,
498,2018-09-06,,,,,,
499,2018-09-07,,,,,,
500,2018-09-08,,,,,,
501,2018-09-09,,,,,,
502,2018-09-10,,,,,,
503,2018-09-11,,,,,,
504,2018-09-12,,,,,,
505,2018-09-13,,,,,,
506,2018-09-14,,,,,,
507,2018-09-15,,,,,,
508,2018-09-16,,,,,,
509,2018-09-17,,,,,,
510,2018-09-18,,,,,,
511,2018-09-19,,,,,,
512,2018-09-20,,,,,,
513,2018-09-21,,,,,,
514,2018-09-22,,,,,,
515,2018-09-23,,,,,,
516,2018-09-24,,,,,,
517,2018-09-25,,,,,,
518,2018-09-26,,,,,,
519,2018-09-27,,,,,,
520,2018-09-28,,,,,,
521,2018-09-29,,,,,,
522,2018-09-30,,,,,,
523,2018-10-01,,,,,,
524,2018-10-02,,,,,,
525,2018-10-03,,,,,,
526,2018-10-04,,,,,,
527,2018-10-05,,,,,,
528,2018-10-06,,,,,,
529,2018-10-07,,,,,,
530,2018-10-08,,,,,,
531,2018-10-09,,,,,,
532,2018-10-10,,,,,,
533,2018-10-11,,,,,,
534,2018-10-12,,,,,,
535,2018-10-13,,,,,,
536,2018-10-14,,,,,,
537,2018-10-15,,,,,,
538,2018-10-16,,,,,,
539,2018-10-17,,,,,,
540,2018-10-18,,,,,,
541,2018-10-19,,,,,,
542,2018-10-20,,,,,,
543,2018-10-21,,,,,,
544,2018-10-22,,,,,,
545,2018-10-23,,,,,,
546,2018-10-24,,,,,,
547,2018-10-25,,,,,,
548,2018-10-26,,,,,,
549,2018-10-27,,,,,,
550,2018-10-28,,,,,,
551,2018-10-29,,,,,,
552,2018-10-30,,,,,,
553,2018-10-31,,,,,,
554,2018-11-01,,,,,,
555,2018-11-02,,,,,,
556,2018-11-03,,,,,,
557,2018-11-04,,,,,,
558,2018-11-05,,,,,,
559,2018-11-06,,,,,,
560,2018-11-07,,,,,,
561,2018-11-08,,,,,,
562,2018-11-09,,,,,,
563,2018-11-10,,,,,,
564,2018-11-11,,,,,,
565,2018-11-12,,,,,,
566,2018-11-13,,,,,,
567,2018-11-14,,,,,,
568,2018-11-15,,,,,,
569,2018-11-16,,,,,,
570,2018-11-17,,,,,,
571,2018-11-18,,,,,,
572,2018-11-19,,,,,,
573,2018-11-20,,,,,,
574,2018-11-21,,,,,,
575,2018-11-22,,,,,,
576,2018-11-23,,,,,,
577,2018-11-24,,,,,,
578,2018-11-25,,,,,,
579,2018-11-26,,,,,,
580,2018-11-27,,,,,,
581,2018-11-28,,,,,,
582,2018-11-29,,,,,,
583,2018-11-30,,,,,,
584,2018-12-01,,,,,,
585,2018-12-02,,,,,,
586,2018-12-03,,,,,,
587,2018-12-04,,,,,,
588,2018-12-05,,,,,,
589,2018-12-06,,,,,,
590,2018-12-07,,,,,,
591,2018-12-08,,,,,,
592,2018-12-09,,,,,,
593,2018-12-10,,,,,,
594,2018-12-11,,,,,,
595,2018-12-12,,,,,,
596,2018-12-13,,,,,,
597,2018-12-14,,,,,,
598,2018-12-15,,,,,,
599,2018-12-16,,,,,,
600,2018-12-17,,,,,,
601,2018-12-18,,,,,,
602,2018-12-19,,,,,,
603,2018-12-20,,,,,,
604,2018-12-21,,,,,,
605,2018-12-22,,,,,,
606,2018-12-23,,,,,,
607,2018-12-24,,,,,,
608,2018-12-25,,,,,,
609,2018-12-26,,,,,,
610,2018-12-27,,,,,,
611,2018-12-28,,,,,,
612,2018-12-29,,,,,,
613,2018-12-30,,,,,,
614,2018-12-31,,,,,,
615,2019-01-01,,,,,,
616,2019-01-02,,,,,,
617,2019-01-03,,,,,,
618,2019-01-04,,,,,,
619,2019-01-05,,,,,,
620,2019-01-06,,,,,,
621,2019-01-07,,,,,,
622,2019-01-08,,,,,,
623,2019-01-09,,,,,,
624,2019-01-10,,,,,,
625,2019-01-11,,,,,,
626,2019-01-12,,,,,,
627,2019-01-13,,,,,,
628,2019-01-14,,,,,,
629,2019-01-15,,,,,,
630,2019-01-16,,,,,,
631,2019-01-17,,,,,,
632,2019-01-18,,,,,,
633,2019-01-19,,,,,,
634,2019-01-20,,,,,,
635,2019-01-21,,,,,,
636,2019-01-22,,,,,,
637,2019-01-23,,,,,,
638,2019-01-24,,,,,,
639,2019-01-25,,,,,,
640,2019-01-26,,,,,,
641,2019-01-27,,,,,,
642,2019-01-28,,,,,,
643,2019-01-29,,,,,,
644,2019-01-30,,,,,,
645,2019-01-31,,,,,,
646,2019-02-01,,,,,,
647,2019-02-02,,,,,,
648,2019-02-03,,,,,,
649,2019-02-04,,,,,,
650,2019-02-05,,,,,,
651,2019-02-06,,,,,,
652,2019-02-07,,,,,,
653,2019-02-08,,,,,,
654,2019-02-09,,,,,,
655,2019-02-10,,,,,,
656,2019-02-11,,,,,,
657,2019-02-12,,,,,,
658,2019-02-13,,,,,,
659,2019-02-14,,,,,,
660,2019-02-15,,,,,,
661,2019-02-16,,,,,,
662,2019-02-17,,,,,,
663,2019-02-18,,,,,,
664,2019-02-19,,,,,,
665,2019-02-20,,,,,,
666,2019-02-21,,,,,,
667,2019-02-22,,,,,,
668,2019-02-23,,,,,,
669,2019-02-24,,,,,,
670,2019-02-25,,,,,,
671,2019-02-26,,,,,,
672,2019-02-27,,,,,,
673,2019-02-28,,,,,,
674,2019-03-01,,,,,,
675,2019-03-02,,,,,,
676,2019-03-03,,,,,,
677,2019-03-04,,,,,,
678,2019-03-05,,,,,,
679,2019-03-06,,,,,,
680,2019-03-07,,,,,,
681,2019-03-08,,,,,,
682,2019-03-09,,,,,,
683,2019-03-10,,,,,,
684,2019-03-11,,,,,,
685,2019-03-12,,,,,,
686,2019-03-13,,,,,,
687,2019-03-14,6.526641845703125,6.526641845703125,6.3539628982543945,6.6399431228637695,6.4397149085998535,7318172.0
688,2019-03-15,7.5043511390686035,7.5043511390686035,6.432467937469482,7.715249061584473,6.633173942565918,6057301.0
689,2019-03-16,7.38388204574585,7.38388204574585,6.694530963897705,8.305615425109863,7.507989883422852,3477393.0
690,2019-03-17,4.7761640548706055,4.7761640548706055,4.72789478302002,7.357442855834961,7.357442855834961,2653565.0
691,2019-03-18,5.11034107208252,5.11034107208252,4.82824182510376,5.229981899261475,4.82824182510376,2567201.0
692,2019-03-19,4.821883201599121,4.821883201599121,4.794500827789307,5.206171989440918,5.099977970123291,3891084.0
693,2019-03-20,4.381394863128662,4.381394863128662,3.871129989624024,4.835414886474609,4.8176751136779785,3934421.0
694,2019-03-21,3.6329479217529297,3.6329479217529297,3.5858709812164307,4.421520233154297,4.421520233154297,3901346.0
695,2019-03-22,3.49854588508606,3.49854588508606,3.285578966140747,3.6332778930664062,3.631108045578003,4680808.0
696,2019-03-23,3.4455161094665527,3.4455161094665527,3.337096929550171,3.5338521003723145,3.5061960220336914,4409797.0
697,2019-03-24,3.7652430534362793,3.7652430534362793,3.42864990234375,3.88149094581604,3.4454519748687744,3928803.0
698,2019-03-25,3.778341054916382,3.778341054916382,3.66421890258789,3.95602297782898,3.7491939067840576,4661791.0
699,2019-03-26,3.743902921676636,3.743902921676636,3.482585906982422,3.828025102615357,3.761045932769776,6463760.0
700,2019-03-27,3.776921033859253,3.776921033859253,3.5963149070739746,3.828119993209839,3.746467113494873,7031767.0
701,2019-03-28,3.492386102676392,3.492386102676392,3.482593059539795,3.7875161170959473,3.7737300395965576,6030320.0
702,2019-03-29,3.539836883544922,3.539836883544922,3.4084529876708984,3.55286192893982,3.4895710945129395,4012185.0
703,2019-03-30,3.4665849208831787,3.4665849208831787,3.379499912261963,3.5625109672546387,3.540853977203369,3370884.0
704,2019-03-31,3.62432599067688,3.62432599067688,3.440876007080078,3.628398895263672,3.4665849208831787,3945618.0
705,2019-04-01,3.7251830101013184,3.7251830101013184,3.5951030254364014,3.869307041168213,3.610076904296875,4158589.0
706,2019-04-02,3.787197113037109,3.787197113037109,3.610953092575073,3.834567070007324,3.761943101882935,5365043.0
707,2019-04-03,3.7669520378112793,3.7669520378112793,3.6637489795684814,3.9252769947052,3.787197113037109,5083727.0
708,2019-04-04,3.7472949028015137,3.7472949028015137,3.7031850814819336,3.8318428993225098,3.762897968292236,5321012.0
709,2019-04-05,3.808443069458008,3.808443069458008,3.673582077026367,3.839879035949707,3.744652032852173,5415803.0
710,2019-04-06,4.447354793548584,4.447354793548584,3.770066976547241,4.462975978851318,3.8092620372772217,4623456.0
711,2019-04-07,4.616361141204834,4.616361141204834,4.3419270515441895,4.8867621421813965,4.473976135253906,4191619.0
712,2019-04-08,5.450051784515381,5.450051784515381,4.6156439781188965,5.847438812255859,4.63458776473999,4041530.0
713,2019-04-09,3.844098091125488,3.844098091125488,3.803919076919556,5.471556186676025,5.450051784515381,5205817.0
714,2019-04-10,3.7497830390930176,3.7497830390930176,3.6703269481658936,4.183901786804199,3.802623987197876,4666417.0
715,2019-04-11,3.509813070297241,3.509813070297241,3.4835638999938965,3.864195108413696,3.770163059234619,5287619.0
716,2019-04-12,4.3065361976623535,4.3065361976623535,3.48281192779541,4.334712028503418,3.517529964447021,4766004.0
717,2019-04-13,4.303037166595459,4.303037166595459,4.168932914733887,4.46878719329834,4.304440975189209,4074112.0
718,2019-04-14,4.462687015533447,4.462687015533447,4.124598979949951,4.488018035888672,4.303037166595459,4087545.0
719,2019-04-15,4.349615097045898,4.349615097045898,4.285023212432861,4.48848819732666,4.462687015533447,4043798.0
720,2019-04-16,4.418631076812744,4.418631076812744,4.273778915405273,4.475858211517334,4.343881130218506,6687900.0
721,2019-04-17,4.34578800201416,4.34578800201416,4.286220073699951,4.443653106689453,4.360103130340576,5040510.0
722,2019-04-18,4.362477779388428,4.362477779388428,4.271443843841553,4.424222946166992,4.344939231872559,3962743.0
723,2019-04-19,4.87611722946167,4.87611722946167,4.29615592956543,4.898667812347412,4.364133834838867,5806997.0
724,2019-04-20,5.435583114624023,5.435583114624023,4.857437133789063,5.43956184387207,4.868495941162109,4130471.0
725,2019-04-21,5.215818881988525,5.215818881988525,4.651668071746826,5.476656913757324,5.401988983154297,4423092.0
726,2019-04-22,4.383469104766846,4.383469104766846,4.242541790008545,6.948100090026856,5.1708269119262695,14693545.0
727,2019-04-23,4.122130870819092,4.122130870819092,4.114494800567627,5.313592910766602,4.383469104766846,69288593.0
728,2019-04-24,3.636693000793457,3.636693000793457,3.0967800617218018,4.146081924438477,4.122130870819092,51989410.0
729,2019-04-25,3.3044979572296143,3.3044979572296143,3.227088928222656,3.778510093688965,3.686125040054321,38575975.0
730,2019-04-26,3.633435010910034,3.633435010910034,3.1937689781188965,3.773335933685303,3.304625988006592,36448158.0
731,2019-04-27,3.4341020584106445,3.4341020584106445,3.394357919692993,3.67070198059082,3.640851020812988,24145210.0
732,2019-04-28,4.430445194244385,4.430445194244385,3.397948980331421,5.144618988037109,3.4376649856567383,88477197.0
733,2019-04-29,3.747837066650391,3.747837066650391,3.6973719596862793,4.670701026916504,4.455836772918701,86344115.0
734,2019-04-30,3.937069892883301,3.937069892883301,3.747668981552124,4.043846130371094,3.747668981552124,53924933.0
735,2019-05-01,4.3901238441467285,4.3901238441467285,3.918004989624024,4.604541778564453,3.935184001922608,90528588.0
736,2019-05-02,4.594657897949219,4.594657897949219,4.229016780853272,4.622559070587158,4.389838218688965,83803871.0
737,2019-05-03,5.310844898223877,5.310844898223877,4.567493915557861,5.343217849731445,4.594913959503174,161847461.0
738,2019-05-04,5.2599921226501465,5.2599921226501465,4.793865203857422,5.583137035369873,5.312575817108154,164883490.0
739,2019-05-05,4.853704929351807,4.853704929351807,4.789270877838135,5.262257099151611,5.262257099151611,68292315.0
740,2019-05-06,4.725381851196289,4.725381851196289,4.5204010009765625,4.86440896987915,4.851187229156494,63030290.0
741,2019-05-07,4.613525867462158,4.613525867462158,4.613525867462158,5.034808158874512,4.726506233215332,58235752.0
742,2019-05-08,4.354838848114014,4.354838848114014,4.26942777633667,4.599730968475342,4.599730968475342,60816520.0
743,2019-05-09,3.896406888961792,3.896406888961792,3.5335140228271484,4.473283767700195,4.368481159210205,76347151.0
744,2019-05-10,3.832914113998413,3.832914113998413,3.6915841102600098,4.1114821434021,3.8952560424804688,53606617.0
745,2019-05-11,4.01777982711792,4.01777982711792,3.7325549125671382,4.173973083496094,3.834794044494629,72859937.0
746,2019-05-12,3.772999048233032,3.772999048233032,3.710906982421875,4.06138801574707,4.000134944915772,45901518.0
747,2019-05-13,3.936923027038574,3.936923027038574,3.759232997894287,4.153659820556641,3.772999048233032,63138772.0
748,2019-05-14,3.9982290267944336,3.9982290267944336,3.825238943099976,4.097126007080078,3.948255062103272,68024772.0
749,2019-05-15,4.529067993164063,4.529067993164063,3.989368915557861,4.619978904724121,3.9970450401306152,81407357.0
750,2019-05-16,4.278079032897949,4.278079032897949,4.037930965423584,4.771327018737793,4.525318145751953,76583313.0
751,2019-05-17,4.396433830261231,4.396433830261231,3.94794511795044,4.78917121887207,4.274661064147949,117708947.0
