,Date,Cryptocurrency,adj_close,close,high,low,open,volume
5992,2018-09-22,AXS-USD,,,,,,
5993,2018-09-23,AXS-USD,,,,,,
5994,2018-09-24,AXS-USD,,,,,,
5995,2018-09-25,AXS-USD,,,,,,
5996,2018-09-26,AXS-USD,,,,,,
5997,2018-09-27,AXS-USD,,,,,,
5998,2018-09-28,AXS-USD,,,,,,
5999,2018-09-29,AXS-USD,,,,,,
6000,2018-09-30,AXS-USD,,,,,,
6001,2018-10-01,AXS-USD,,,,,,
6002,2018-10-02,AXS-USD,,,,,,
6003,2018-10-03,AXS-USD,,,,,,
6004,2018-10-04,AXS-USD,,,,,,
6005,2018-10-05,AXS-USD,,,,,,
6006,2018-10-06,AXS-USD,,,,,,
6007,2018-10-07,AXS-USD,,,,,,
6008,2018-10-08,AXS-USD,,,,,,
6009,2018-10-09,AXS-USD,,,,,,
6010,2018-10-10,AXS-USD,,,,,,
6011,2018-10-11,AXS-USD,,,,,,
6012,2018-10-12,AXS-USD,,,,,,
6013,2018-10-13,AXS-USD,,,,,,
6014,2018-10-14,AXS-USD,,,,,,
6015,2018-10-15,AXS-USD,,,,,,
6016,2018-10-16,AXS-USD,,,,,,
6017,2018-10-17,AXS-USD,,,,,,
6018,2018-10-18,AXS-USD,,,,,,
6019,2018-10-19,AXS-USD,,,,,,
6020,2018-10-20,AXS-USD,,,,,,
6021,2018-10-21,AXS-USD,,,,,,
6022,2018-10-22,AXS-USD,,,,,,
6023,2018-10-23,AXS-USD,,,,,,
6024,2018-10-24,AXS-USD,,,,,,
6025,2018-10-25,AXS-USD,,,,,,
6026,2018-10-26,AXS-USD,,,,,,
6027,2018-10-27,AXS-USD,,,,,,
6028,2018-10-28,AXS-USD,,,,,,
6029,2018-10-29,AXS-USD,,,,,,
6030,2018-10-30,AXS-USD,,,,,,
6031,2018-10-31,AXS-USD,,,,,,
6032,2018-11-01,AXS-USD,,,,,,
6033,2018-11-02,AXS-USD,,,,,,
6034,2018-11-03,AXS-USD,,,,,,
6035,2018-11-04,AXS-USD,,,,,,
6036,2018-11-05,AXS-USD,,,,,,
6037,2018-11-06,AXS-USD,,,,,,
6038,2018-11-07,AXS-USD,,,,,,
6039,2018-11-08,AXS-USD,,,,,,
6040,2018-11-09,AXS-USD,,,,,,
6041,2018-11-10,AXS-USD,,,,,,
6042,2018-11-11,AXS-USD,,,,,,
6043,2018-11-12,AXS-USD,,,,,,
6044,2018-11-13,AXS-USD,,,,,,
6045,2018-11-14,AXS-USD,,,,,,
6046,2018-11-15,AXS-USD,,,,,,
6047,2018-11-16,AXS-USD,,,,,,
6048,2018-11-17,AXS-USD,,,,,,
6049,2018-11-18,AXS-USD,,,,,,
6050,2018-11-19,AXS-USD,,,,,,
6051,2018-11-20,AXS-USD,,,,,,
6052,2018-11-21,AXS-USD,,,,,,
6053,2018-11-22,AXS-USD,,,,,,
6054,2018-11-23,AXS-USD,,,,,,
6055,2018-11-24,AXS-USD,,,,,,
6056,2018-11-25,AXS-USD,,,,,,
6057,2018-11-26,AXS-USD,,,,,,
6058,2018-11-27,AXS-USD,,,,,,
6059,2018-11-28,AXS-USD,,,,,,
6060,2018-11-29,AXS-USD,,,,,,
6061,2018-11-30,AXS-USD,,,,,,
6062,2018-12-01,AXS-USD,,,,,,
6063,2018-12-02,AXS-USD,,,,,,
6064,2018-12-03,AXS-USD,,,,,,
6065,2018-12-04,AXS-USD,,,,,,
6066,2018-12-05,AXS-USD,,,,,,
6067,2018-12-06,AXS-USD,,,,,,
6068,2018-12-07,AXS-USD,,,,,,
6069,2018-12-08,AXS-USD,,,,,,
6070,2018-12-09,AXS-USD,,,,,,
6071,2018-12-10,AXS-USD,,,,,,
6072,2018-12-11,AXS-USD,,,,,,
6073,2018-12-12,AXS-USD,,,,,,
6074,2018-12-13,AXS-USD,,,,,,
6075,2018-12-14,AXS-USD,,,,,,
6076,2018-12-15,AXS-USD,,,,,,
6077,2018-12-16,AXS-USD,,,,,,
6078,2018-12-17,AXS-USD,,,,,,
6079,2018-12-18,AXS-USD,,,,,,
6080,2018-12-19,AXS-USD,,,,,,
6081,2018-12-20,AXS-USD,,,,,,
6082,2018-12-21,AXS-USD,,,,,,
6083,2018-12-22,AXS-USD,,,,,,
6084,2018-12-23,AXS-USD,,,,,,
6085,2018-12-24,AXS-USD,,,,,,
6086,2018-12-25,AXS-USD,,,,,,
6087,2018-12-26,AXS-USD,,,,,,
6088,2018-12-27,AXS-USD,,,,,,
6089,2018-12-28,AXS-USD,,,,,,
6090,2018-12-29,AXS-USD,,,,,,
6091,2018-12-30,AXS-USD,,,,,,
6092,2018-12-31,AXS-USD,,,,,,
6093,2019-01-01,AXS-USD,,,,,,
6094,2019-01-02,AXS-USD,,,,,,
6095,2019-01-03,AXS-USD,,,,,,
6096,2019-01-04,AXS-USD,,,,,,
6097,2019-01-05,AXS-USD,,,,,,
6098,2019-01-06,AXS-USD,,,,,,
6099,2019-01-07,AXS-USD,,,,,,
6100,2019-01-08,AXS-USD,,,,,,
6101,2019-01-09,AXS-USD,,,,,,
6102,2019-01-10,AXS-USD,,,,,,
6103,2019-01-11,AXS-USD,,,,,,
6104,2019-01-12,AXS-USD,,,,,,
6105,2019-01-13,AXS-USD,,,,,,
6106,2019-01-14,AXS-USD,,,,,,
6107,2019-01-15,AXS-USD,,,,,,
6108,2019-01-16,AXS-USD,,,,,,
6109,2019-01-17,AXS-USD,,,,,,
6110,2019-01-18,AXS-USD,,,,,,
6111,2019-01-19,AXS-USD,,,,,,
6112,2019-01-20,AXS-USD,,,,,,
6113,2019-01-21,AXS-USD,,,,,,
6114,2019-01-22,AXS-USD,,,,,,
6115,2019-01-23,AXS-USD,,,,,,
6116,2019-01-24,AXS-USD,,,,,,
6117,2019-01-25,AXS-USD,,,,,,
6118,2019-01-26,AXS-USD,,,,,,
6119,2019-01-27,AXS-USD,,,,,,
6120,2019-01-28,AXS-USD,,,,,,
6121,2019-01-29,AXS-USD,,,,,,
6122,2019-01-30,AXS-USD,,,,,,
6123,2019-01-31,AXS-USD,,,,,,
6124,2019-02-01,AXS-USD,,,,,,
6125,2019-02-02,AXS-USD,,,,,,
6126,2019-02-03,AXS-USD,,,,,,
6127,2019-02-04,AXS-USD,,,,,,
6128,2019-02-05,AXS-USD,,,,,,
6129,2019-02-06,AXS-USD,,,,,,
6130,2019-02-07,AXS-USD,,,,,,
6131,2019-02-08,AXS-USD,,,,,,
6132,2019-02-09,AXS-USD,,,,,,
6133,2019-02-10,AXS-USD,,,,,,
6134,2019-02-11,AXS-USD,,,,,,
6135,2019-02-12,AXS-USD,,,,,,
6136,2019-02-13,AXS-USD,,,,,,
6137,2019-02-14,AXS-USD,,,,,,
6138,2019-02-15,AXS-USD,,,,,,
6139,2019-02-16,AXS-USD,,,,,,
6140,2019-02-17,AXS-USD,,,,,,
6141,2019-02-18,AXS-USD,,,,,,
6142,2019-02-19,AXS-USD,,,,,,
6143,2019-02-20,AXS-USD,,,,,,
6144,2019-02-21,AXS-USD,,,,,,
6145,2019-02-22,AXS-USD,,,,,,
6146,2019-02-23,AXS-USD,,,,,,
6147,2019-02-24,AXS-USD,,,,,,
6148,2019-02-25,AXS-USD,,,,,,
6149,2019-02-26,AXS-USD,,,,,,
6150,2019-02-27,AXS-USD,,,,,,
6151,2019-02-28,AXS-USD,,,,,,
6152,2019-03-01,AXS-USD,,,,,,
6153,2019-03-02,AXS-USD,,,,,,
6154,2019-03-03,AXS-USD,,,,,,
6155,2019-03-04,AXS-USD,,,,,,
6156,2019-03-05,AXS-USD,,,,,,
6157,2019-03-06,AXS-USD,,,,,,
6158,2019-03-07,AXS-USD,,,,,,
6159,2019-03-08,AXS-USD,,,,,,
6160,2019-03-09,AXS-USD,,,,,,
6161,2019-03-10,AXS-USD,,,,,,
6162,2019-03-11,AXS-USD,,,,,,
6163,2019-03-12,AXS-USD,,,,,,
6164,2019-03-13,AXS-USD,,,,,,
6165,2019-03-14,AXS-USD,,,,,,
6166,2019-03-15,AXS-USD,,,,,,
6167,2019-03-16,AXS-USD,,,,,,
6168,2019-03-17,AXS-USD,,,,,,
6169,2019-03-18,AXS-USD,,,,,,
6170,2019-03-19,AXS-USD,,,,,,
6171,2019-03-20,AXS-USD,,,,,,
6172,2019-03-21,AXS-USD,,,,,,
6173,2019-03-22,AXS-USD,,,,,,
6174,2019-03-23,AXS-USD,,,,,,
6175,2019-03-24,AXS-USD,,,,,,
6176,2019-03-25,AXS-USD,,,,,,
6177,2019-03-26,AXS-USD,,,,,,
6178,2019-03-27,AXS-USD,,,,,,
6179,2019-03-28,AXS-USD,,,,,,
6180,2019-03-29,AXS-USD,,,,,,
6181,2019-03-30,AXS-USD,,,,,,
6182,2019-03-31,AXS-USD,,,,,,
6183,2019-04-01,AXS-USD,,,,,,
6184,2019-04-02,AXS-USD,,,,,,
6185,2019-04-03,AXS-USD,,,,,,
6186,2019-04-04,AXS-USD,,,,,,
6187,2019-04-05,AXS-USD,,,,,,
6188,2019-04-06,AXS-USD,,,,,,
6189,2019-04-07,AXS-USD,,,,,,
6190,2019-04-08,AXS-USD,,,,,,
6191,2019-04-09,AXS-USD,,,,,,
6192,2019-04-10,AXS-USD,,,,,,
6193,2019-04-11,AXS-USD,,,,,,
6194,2019-04-12,AXS-USD,,,,,,
6195,2019-04-13,AXS-USD,,,,,,
6196,2019-04-14,AXS-USD,,,,,,
6197,2019-04-15,AXS-USD,,,,,,
6198,2019-04-16,AXS-USD,,,,,,
6199,2019-04-17,AXS-USD,,,,,,
6200,2019-04-18,AXS-USD,,,,,,
6201,2019-04-19,AXS-USD,,,,,,
6202,2019-04-20,AXS-USD,,,,,,
6203,2019-04-21,AXS-USD,,,,,,
6204,2019-04-22,AXS-USD,,,,,,
6205,2019-04-23,AXS-USD,,,,,,
6206,2019-04-24,AXS-USD,,,,,,
6207,2019-04-25,AXS-USD,,,,,,
6208,2019-04-26,AXS-USD,,,,,,
6209,2019-04-27,AXS-USD,,,,,,
6210,2019-04-28,AXS-USD,,,,,,
6211,2019-04-29,AXS-USD,,,,,,
6212,2019-04-30,AXS-USD,,,,,,
6213,2019-05-01,AXS-USD,,,,,,
6214,2019-05-02,AXS-USD,,,,,,
6215,2019-05-03,AXS-USD,,,,,,
6216,2019-05-04,AXS-USD,,,,,,
6217,2019-05-05,AXS-USD,,,,,,
6218,2019-05-06,AXS-USD,,,,,,
6219,2019-05-07,AXS-USD,,,,,,
6220,2019-05-08,AXS-USD,,,,,,
6221,2019-05-09,AXS-USD,,,,,,
6222,2019-05-10,AXS-USD,,,,,,
6223,2019-05-11,AXS-USD,,,,,,
6224,2019-05-12,AXS-USD,,,,,,
6225,2019-05-13,AXS-USD,,,,,,
6226,2019-05-14,AXS-USD,,,,,,
6227,2019-05-15,AXS-USD,,,,,,
6228,2019-05-16,AXS-USD,,,,,,
6229,2019-05-17,AXS-USD,,,,,,
6230,2019-05-18,AXS-USD,,,,,,
6231,2019-05-19,AXS-USD,,,,,,
6232,2019-05-20,AXS-USD,,,,,,
6233,2019-05-21,AXS-USD,,,,,,
6234,2019-05-22,AXS-USD,,,,,,
6235,2019-05-23,AXS-USD,,,,,,
6236,2019-05-24,AXS-USD,,,,,,
6237,2019-05-25,AXS-USD,,,,,,
6238,2019-05-26,AXS-USD,,,,,,
6239,2019-05-27,AXS-USD,,,,,,
6240,2019-05-28,AXS-USD,,,,,,
6241,2019-05-29,AXS-USD,,,,,,
6242,2019-05-30,AXS-USD,,,,,,
6243,2019-05-31,AXS-USD,,,,,,
6244,2019-06-01,AXS-USD,,,,,,
6245,2019-06-02,AXS-USD,,,,,,
6246,2019-06-03,AXS-USD,,,,,,
6247,2019-06-04,AXS-USD,,,,,,
6248,2019-06-05,AXS-USD,,,,,,
6249,2019-06-06,AXS-USD,,,,,,
6250,2019-06-07,AXS-USD,,,,,,
6251,2019-06-08,AXS-USD,,,,,,
6252,2019-06-09,AXS-USD,,,,,,
6253,2019-06-10,AXS-USD,,,,,,
6254,2019-06-11,AXS-USD,,,,,,
6255,2019-06-12,AXS-USD,,,,,,
6256,2019-06-13,AXS-USD,,,,,,
6257,2019-06-14,AXS-USD,,,,,,
6258,2019-06-15,AXS-USD,,,,,,
6259,2019-06-16,AXS-USD,,,,,,
6260,2019-06-17,AXS-USD,,,,,,
6261,2019-06-18,AXS-USD,,,,,,
6262,2019-06-19,AXS-USD,,,,,,
6263,2019-06-20,AXS-USD,,,,,,
6264,2019-06-21,AXS-USD,,,,,,
6265,2019-06-22,AXS-USD,,,,,,
6266,2019-06-23,AXS-USD,,,,,,
6267,2019-06-24,AXS-USD,,,,,,
6268,2019-06-25,AXS-USD,,,,,,
6269,2019-06-26,AXS-USD,,,,,,
6270,2019-06-27,AXS-USD,,,,,,
6271,2019-06-28,AXS-USD,,,,,,
6272,2019-06-29,AXS-USD,,,,,,
6273,2019-06-30,AXS-USD,,,,,,
6274,2019-07-01,AXS-USD,,,,,,
6275,2019-07-02,AXS-USD,,,,,,
6276,2019-07-03,AXS-USD,,,,,,
6277,2019-07-04,AXS-USD,,,,,,
6278,2019-07-05,AXS-USD,,,,,,
6279,2019-07-06,AXS-USD,,,,,,
6280,2019-07-07,AXS-USD,,,,,,
6281,2019-07-08,AXS-USD,,,,,,
6282,2019-07-09,AXS-USD,,,,,,
6283,2019-07-10,AXS-USD,,,,,,
6284,2019-07-11,AXS-USD,,,,,,
6285,2019-07-12,AXS-USD,,,,,,
6286,2019-07-13,AXS-USD,,,,,,
6287,2019-07-14,AXS-USD,,,,,,
6288,2019-07-15,AXS-USD,,,,,,
6289,2019-07-16,AXS-USD,,,,,,
6290,2019-07-17,AXS-USD,,,,,,
6291,2019-07-18,AXS-USD,,,,,,
6292,2019-07-19,AXS-USD,,,,,,
6293,2019-07-20,AXS-USD,,,,,,
6294,2019-07-21,AXS-USD,,,,,,
6295,2019-07-22,AXS-USD,,,,,,
6296,2019-07-23,AXS-USD,,,,,,
6297,2019-07-24,AXS-USD,,,,,,
6298,2019-07-25,AXS-USD,,,,,,
6299,2019-07-26,AXS-USD,,,,,,
6300,2019-07-27,AXS-USD,,,,,,
6301,2019-07-28,AXS-USD,,,,,,
6302,2019-07-29,AXS-USD,,,,,,
6303,2019-07-30,AXS-USD,,,,,,
6304,2019-07-31,AXS-USD,,,,,,
6305,2019-08-01,AXS-USD,,,,,,
6306,2019-08-02,AXS-USD,,,,,,
6307,2019-08-03,AXS-USD,,,,,,
6308,2019-08-04,AXS-USD,,,,,,
6309,2019-08-05,AXS-USD,,,,,,
6310,2019-08-06,AXS-USD,,,,,,
6311,2019-08-07,AXS-USD,,,,,,
6312,2019-08-08,AXS-USD,,,,,,
6313,2019-08-09,AXS-USD,,,,,,
6314,2019-08-10,AXS-USD,,,,,,
6315,2019-08-11,AXS-USD,,,,,,
6316,2019-08-12,AXS-USD,,,,,,
6317,2019-08-13,AXS-USD,,,,,,
6318,2019-08-14,AXS-USD,,,,,,
6319,2019-08-15,AXS-USD,,,,,,
6320,2019-08-16,AXS-USD,,,,,,
6321,2019-08-17,AXS-USD,,,,,,
6322,2019-08-18,AXS-USD,,,,,,
6323,2019-08-19,AXS-USD,,,,,,
6324,2019-08-20,AXS-USD,,,,,,
6325,2019-08-21,AXS-USD,,,,,,
6326,2019-08-22,AXS-USD,,,,,,
6327,2019-08-23,AXS-USD,,,,,,
6328,2019-08-24,AXS-USD,,,,,,
6329,2019-08-25,AXS-USD,,,,,,
6330,2019-08-26,AXS-USD,,,,,,
6331,2019-08-27,AXS-USD,,,,,,
6332,2019-08-28,AXS-USD,,,,,,
6333,2019-08-29,AXS-USD,,,,,,
6334,2019-08-30,AXS-USD,,,,,,
6335,2019-08-31,AXS-USD,,,,,,
6336,2019-09-01,AXS-USD,,,,,,
6337,2019-09-02,AXS-USD,,,,,,
6338,2019-09-03,AXS-USD,,,,,,
6339,2019-09-04,AXS-USD,,,,,,
6340,2019-09-05,AXS-USD,,,,,,
6341,2019-09-06,AXS-USD,,,,,,
6342,2019-09-07,AXS-USD,,,,,,
6343,2019-09-08,AXS-USD,,,,,,
6344,2019-09-09,AXS-USD,,,,,,
6345,2019-09-10,AXS-USD,,,,,,
6346,2019-09-11,AXS-USD,,,,,,
6347,2019-09-12,AXS-USD,,,,,,
6348,2019-09-13,AXS-USD,,,,,,
6349,2019-09-14,AXS-USD,,,,,,
6350,2019-09-15,AXS-USD,,,,,,
6351,2019-09-16,AXS-USD,,,,,,
6352,2019-09-17,AXS-USD,,,,,,
6353,2019-09-18,AXS-USD,,,,,,
6354,2019-09-19,AXS-USD,,,,,,
6355,2019-09-20,AXS-USD,,,,,,
6356,2019-09-21,AXS-USD,,,,,,
6357,2019-09-22,AXS-USD,,,,,,
6358,2019-09-23,AXS-USD,,,,,,
6359,2019-09-24,AXS-USD,,,,,,
6360,2019-09-25,AXS-USD,,,,,,
6361,2019-09-26,AXS-USD,,,,,,
6362,2019-09-27,AXS-USD,,,,,,
6363,2019-09-28,AXS-USD,,,,,,
6364,2019-09-29,AXS-USD,,,,,,
6365,2019-09-30,AXS-USD,,,,,,
6366,2019-10-01,AXS-USD,,,,,,
6367,2019-10-02,AXS-USD,,,,,,
6368,2019-10-03,AXS-USD,,,,,,
6369,2019-10-04,AXS-USD,,,,,,
6370,2019-10-05,AXS-USD,,,,,,
6371,2019-10-06,AXS-USD,,,,,,
6372,2019-10-07,AXS-USD,,,,,,
6373,2019-10-08,AXS-USD,,,,,,
6374,2019-10-09,AXS-USD,,,,,,
6375,2019-10-10,AXS-USD,,,,,,
6376,2019-10-11,AXS-USD,,,,,,
6377,2019-10-12,AXS-USD,,,,,,
6378,2019-10-13,AXS-USD,,,,,,
6379,2019-10-14,AXS-USD,,,,,,
6380,2019-10-15,AXS-USD,,,,,,
6381,2019-10-16,AXS-USD,,,,,,
6382,2019-10-17,AXS-USD,,,,,,
6383,2019-10-18,AXS-USD,,,,,,
6384,2019-10-19,AXS-USD,,,,,,
6385,2019-10-20,AXS-USD,,,,,,
6386,2019-10-21,AXS-USD,,,,,,
6387,2019-10-22,AXS-USD,,,,,,
6388,2019-10-23,AXS-USD,,,,,,
6389,2019-10-24,AXS-USD,,,,,,
6390,2019-10-25,AXS-USD,,,,,,
6391,2019-10-26,AXS-USD,,,,,,
6392,2019-10-27,AXS-USD,,,,,,
6393,2019-10-28,AXS-USD,,,,,,
6394,2019-10-29,AXS-USD,,,,,,
6395,2019-10-30,AXS-USD,,,,,,
6396,2019-10-31,AXS-USD,,,,,,
6397,2019-11-01,AXS-USD,,,,,,
6398,2019-11-02,AXS-USD,,,,,,
6399,2019-11-03,AXS-USD,,,,,,
6400,2019-11-04,AXS-USD,,,,,,
6401,2019-11-05,AXS-USD,,,,,,
6402,2019-11-06,AXS-USD,,,,,,
6403,2019-11-07,AXS-USD,,,,,,
6404,2019-11-08,AXS-USD,,,,,,
6405,2019-11-09,AXS-USD,,,,,,
6406,2019-11-10,AXS-USD,,,,,,
6407,2019-11-11,AXS-USD,,,,,,
6408,2019-11-12,AXS-USD,,,,,,
6409,2019-11-13,AXS-USD,,,,,,
6410,2019-11-14,AXS-USD,,,,,,
6411,2019-11-15,AXS-USD,,,,,,
6412,2019-11-16,AXS-USD,,,,,,
6413,2019-11-17,AXS-USD,,,,,,
6414,2019-11-18,AXS-USD,,,,,,
6415,2019-11-19,AXS-USD,,,,,,
6416,2019-11-20,AXS-USD,,,,,,
6417,2019-11-21,AXS-USD,,,,,,
6418,2019-11-22,AXS-USD,,,,,,
6419,2019-11-23,AXS-USD,,,,,,
6420,2019-11-24,AXS-USD,,,,,,
6421,2019-11-25,AXS-USD,,,,,,
6422,2019-11-26,AXS-USD,,,,,,
6423,2019-11-27,AXS-USD,,,,,,
6424,2019-11-28,AXS-USD,,,,,,
6425,2019-11-29,AXS-USD,,,,,,
6426,2019-11-30,AXS-USD,,,,,,
6427,2019-12-01,AXS-USD,,,,,,
6428,2019-12-02,AXS-USD,,,,,,
6429,2019-12-03,AXS-USD,,,,,,
6430,2019-12-04,AXS-USD,,,,,,
6431,2019-12-05,AXS-USD,,,,,,
6432,2019-12-06,AXS-USD,,,,,,
6433,2019-12-07,AXS-USD,,,,,,
6434,2019-12-08,AXS-USD,,,,,,
6435,2019-12-09,AXS-USD,,,,,,
6436,2019-12-10,AXS-USD,,,,,,
6437,2019-12-11,AXS-USD,,,,,,
6438,2019-12-12,AXS-USD,,,,,,
6439,2019-12-13,AXS-USD,,,,,,
6440,2019-12-14,AXS-USD,,,,,,
6441,2019-12-15,AXS-USD,,,,,,
6442,2019-12-16,AXS-USD,,,,,,
6443,2019-12-17,AXS-USD,,,,,,
6444,2019-12-18,AXS-USD,,,,,,
6445,2019-12-19,AXS-USD,,,,,,
6446,2019-12-20,AXS-USD,,,,,,
6447,2019-12-21,AXS-USD,,,,,,
6448,2019-12-22,AXS-USD,,,,,,
6449,2019-12-23,AXS-USD,,,,,,
6450,2019-12-24,AXS-USD,,,,,,
6451,2019-12-25,AXS-USD,,,,,,
6452,2019-12-26,AXS-USD,,,,,,
6453,2019-12-27,AXS-USD,,,,,,
6454,2019-12-28,AXS-USD,,,,,,
6455,2019-12-29,AXS-USD,,,,,,
6456,2019-12-30,AXS-USD,,,,,,
6457,2019-12-31,AXS-USD,,,,,,
6458,2020-01-01,AXS-USD,,,,,,
6459,2020-01-02,AXS-USD,,,,,,
6460,2020-01-03,AXS-USD,,,,,,
6461,2020-01-04,AXS-USD,,,,,,
6462,2020-01-05,AXS-USD,,,,,,
6463,2020-01-06,AXS-USD,,,,,,
6464,2020-01-07,AXS-USD,,,,,,
6465,2020-01-08,AXS-USD,,,,,,
6466,2020-01-09,AXS-USD,,,,,,
6467,2020-01-10,AXS-USD,,,,,,
6468,2020-01-11,AXS-USD,,,,,,
6469,2020-01-12,AXS-USD,,,,,,
6470,2020-01-13,AXS-USD,,,,,,
6471,2020-01-14,AXS-USD,,,,,,
6472,2020-01-15,AXS-USD,,,,,,
6473,2020-01-16,AXS-USD,,,,,,
6474,2020-01-17,AXS-USD,,,,,,
6475,2020-01-18,AXS-USD,,,,,,
6476,2020-01-19,AXS-USD,,,,,,
6477,2020-01-20,AXS-USD,,,,,,
6478,2020-01-21,AXS-USD,,,,,,
6479,2020-01-22,AXS-USD,,,,,,
6480,2020-01-23,AXS-USD,,,,,,
6481,2020-01-24,AXS-USD,,,,,,
6482,2020-01-25,AXS-USD,,,,,,
6483,2020-01-26,AXS-USD,,,,,,
6484,2020-01-27,AXS-USD,,,,,,
6485,2020-01-28,AXS-USD,,,,,,
6486,2020-01-29,AXS-USD,,,,,,
6487,2020-01-30,AXS-USD,,,,,,
6488,2020-01-31,AXS-USD,,,,,,
6489,2020-02-01,AXS-USD,,,,,,
6490,2020-02-02,AXS-USD,,,,,,
6491,2020-02-03,AXS-USD,,,,,,
6492,2020-02-04,AXS-USD,,,,,,
6493,2020-02-05,AXS-USD,,,,,,
6494,2020-02-06,AXS-USD,,,,,,
6495,2020-02-07,AXS-USD,,,,,,
6496,2020-02-08,AXS-USD,,,,,,
6497,2020-02-09,AXS-USD,,,,,,
6498,2020-02-10,AXS-USD,,,,,,
6499,2020-02-11,AXS-USD,,,,,,
6500,2020-02-12,AXS-USD,,,,,,
6501,2020-02-13,AXS-USD,,,,,,
6502,2020-02-14,AXS-USD,,,,,,
6503,2020-02-15,AXS-USD,,,,,,
6504,2020-02-16,AXS-USD,,,,,,
6505,2020-02-17,AXS-USD,,,,,,
6506,2020-02-18,AXS-USD,,,,,,
6507,2020-02-19,AXS-USD,,,,,,
6508,2020-02-20,AXS-USD,,,,,,
6509,2020-02-21,AXS-USD,,,,,,
6510,2020-02-22,AXS-USD,,,,,,
6511,2020-02-23,AXS-USD,,,,,,
6512,2020-02-24,AXS-USD,,,,,,
6513,2020-02-25,AXS-USD,,,,,,
6514,2020-02-26,AXS-USD,,,,,,
6515,2020-02-27,AXS-USD,,,,,,
6516,2020-02-28,AXS-USD,,,,,,
6517,2020-02-29,AXS-USD,,,,,,
6518,2020-03-01,AXS-USD,,,,,,
6519,2020-03-02,AXS-USD,,,,,,
6520,2020-03-03,AXS-USD,,,,,,
6521,2020-03-04,AXS-USD,,,,,,
6522,2020-03-05,AXS-USD,,,,,,
6523,2020-03-06,AXS-USD,,,,,,
6524,2020-03-07,AXS-USD,,,,,,
6525,2020-03-08,AXS-USD,,,,,,
6526,2020-03-09,AXS-USD,,,,,,
6527,2020-03-10,AXS-USD,,,,,,
6528,2020-03-11,AXS-USD,,,,,,
6529,2020-03-12,AXS-USD,,,,,,
6530,2020-03-13,AXS-USD,,,,,,
6531,2020-03-14,AXS-USD,,,,,,
6532,2020-03-15,AXS-USD,,,,,,
6533,2020-03-16,AXS-USD,,,,,,
6534,2020-03-17,AXS-USD,,,,,,
6535,2020-03-18,AXS-USD,,,,,,
6536,2020-03-19,AXS-USD,,,,,,
6537,2020-03-20,AXS-USD,,,,,,
6538,2020-03-21,AXS-USD,,,,,,
6539,2020-03-22,AXS-USD,,,,,,
6540,2020-03-23,AXS-USD,,,,,,
6541,2020-03-24,AXS-USD,,,,,,
6542,2020-03-25,AXS-USD,,,,,,
6543,2020-03-26,AXS-USD,,,,,,
6544,2020-03-27,AXS-USD,,,,,,
6545,2020-03-28,AXS-USD,,,,,,
6546,2020-03-29,AXS-USD,,,,,,
6547,2020-03-30,AXS-USD,,,,,,
6548,2020-03-31,AXS-USD,,,,,,
6549,2020-04-01,AXS-USD,,,,,,
6550,2020-04-02,AXS-USD,,,,,,
6551,2020-04-03,AXS-USD,,,,,,
6552,2020-04-04,AXS-USD,,,,,,
6553,2020-04-05,AXS-USD,,,,,,
6554,2020-04-06,AXS-USD,,,,,,
6555,2020-04-07,AXS-USD,,,,,,
6556,2020-04-08,AXS-USD,,,,,,
6557,2020-04-09,AXS-USD,,,,,,
6558,2020-04-10,AXS-USD,,,,,,
6559,2020-04-11,AXS-USD,,,,,,
6560,2020-04-12,AXS-USD,,,,,,
6561,2020-04-13,AXS-USD,,,,,,
6562,2020-04-14,AXS-USD,,,,,,
6563,2020-04-15,AXS-USD,,,,,,
6564,2020-04-16,AXS-USD,,,,,,
6565,2020-04-17,AXS-USD,,,,,,
6566,2020-04-18,AXS-USD,,,,,,
6567,2020-04-19,AXS-USD,,,,,,
6568,2020-04-20,AXS-USD,,,,,,
6569,2020-04-21,AXS-USD,,,,,,
6570,2020-04-22,AXS-USD,,,,,,
6571,2020-04-23,AXS-USD,,,,,,
6572,2020-04-24,AXS-USD,,,,,,
6573,2020-04-25,AXS-USD,,,,,,
6574,2020-04-26,AXS-USD,,,,,,
6575,2020-04-27,AXS-USD,,,,,,
6576,2020-04-28,AXS-USD,,,,,,
6577,2020-04-29,AXS-USD,,,,,,
6578,2020-04-30,AXS-USD,,,,,,
6579,2020-05-01,AXS-USD,,,,,,
6580,2020-05-02,AXS-USD,,,,,,
6581,2020-05-03,AXS-USD,,,,,,
6582,2020-05-04,AXS-USD,,,,,,
6583,2020-05-05,AXS-USD,,,,,,
6584,2020-05-06,AXS-USD,,,,,,
6585,2020-05-07,AXS-USD,,,,,,
6586,2020-05-08,AXS-USD,,,,,,
6587,2020-05-09,AXS-USD,,,,,,
6588,2020-05-10,AXS-USD,,,,,,
6589,2020-05-11,AXS-USD,,,,,,
6590,2020-05-12,AXS-USD,,,,,,
6591,2020-05-13,AXS-USD,,,,,,
6592,2020-05-14,AXS-USD,,,,,,
6593,2020-05-15,AXS-USD,,,,,,
6594,2020-05-16,AXS-USD,,,,,,
6595,2020-05-17,AXS-USD,,,,,,
6596,2020-05-18,AXS-USD,,,,,,
6597,2020-05-19,AXS-USD,,,,,,
6598,2020-05-20,AXS-USD,,,,,,
