,Date,Cryptocurrency,adj_close,close,high,low,open,volume
16069,2021-04-26,MATIC-USD,0.5351930260658264,1751007448.0,1751007448.0,1751007448.0,1751007448.0,1751007448.0
16070,2021-04-27,MATIC-USD,0.8327540159225464,2631901892.0,2631901892.0,2631901892.0,2631901892.0,2631901892.0
16071,2021-04-28,MATIC-USD,0.7731130123138428,3865674203.0,3865674203.0,3865674203.0,3865674203.0,3865674203.0
16072,2021-04-29,MATIC-USD,0.8908720016479492,2744234311.0,2744234311.0,2744234311.0,2744234311.0,2744234311.0
16073,2021-04-30,MATIC-USD,0.8205680251121521,1906390032.0,1906390032.0,1906390032.0,1906390032.0,1906390032.0
16074,2021-05-01,MATIC-USD,0.7868210077285767,966733867.0,966733867.0,966733867.0,966733867.0,966733867.0
16075,2021-05-02,MATIC-USD,0.8245120048522949,779774169.0,779774169.0,779774169.0,779774169.0,779774169.0
16076,2021-05-03,MATIC-USD,0.7961390018463135,815448476.0,815448476.0,815448476.0,815448476.0,815448476.0
16077,2021-05-04,MATIC-USD,0.7043830156326294,787329351.0,787329351.0,787329351.0,787329351.0,787329351.0
16078,2021-05-05,MATIC-USD,0.8110849857330322,925333196.0,925333196.0,925333196.0,925333196.0,925333196.0
16079,2021-05-06,MATIC-USD,0.7617849707603455,585564623.0,585564623.0,585564623.0,585564623.0,585564623.0
16080,2021-05-07,MATIC-USD,0.7531290054321289,585921423.0,585921423.0,585921423.0,585921423.0,585921423.0
16081,2021-05-08,MATIC-USD,0.8482580184936523,757402833.0,757402833.0,757402833.0,757402833.0,757402833.0
16082,2021-05-09,MATIC-USD,0.9698650240898132,2966438616.0,2966438616.0,2966438616.0,2966438616.0,2966438616.0
16083,2021-05-10,MATIC-USD,0.8750690221786499,1271190447.0,1271190447.0,1271190447.0,1271190447.0,1271190447.0
16084,2021-05-11,MATIC-USD,1.069219946861267,1659530191.0,1659530191.0,1659530191.0,1659530191.0,1659530191.0
16085,2021-05-12,MATIC-USD,1.0190140008926392,2497330382.0,2497330382.0,2497330382.0,2497330382.0,2497330382.0
16086,2021-05-13,MATIC-USD,1.0531539916992188,2041911519.0,2041911519.0,2041911519.0,2041911519.0,2041911519.0
16087,2021-05-14,MATIC-USD,1.470762014389038,3241106096.0,3241106096.0,3241106096.0,3241106096.0,3241106096.0
16088,2021-05-15,MATIC-USD,1.608185052871704,5946636441.0,5946636441.0,5946636441.0,5946636441.0,5946636441.0
16089,2021-05-16,MATIC-USD,1.714745044708252,3438259517.0,3438259517.0,3438259517.0,3438259517.0,3438259517.0
16090,2021-05-17,MATIC-USD,1.7279729843139648,3156131754.0,3156131754.0,3156131754.0,3156131754.0,3156131754.0
16091,2021-05-18,MATIC-USD,2.45436692237854,8012820328.0,8012820328.0,8012820328.0,8012820328.0,8012820328.0
16092,2021-05-19,MATIC-USD,1.6593899726867676,9181248216.0,9181248216.0,9181248216.0,9181248216.0,9181248216.0
16093,2021-05-20,MATIC-USD,1.8414510488510127,5518161200.0,5518161200.0,5518161200.0,5518161200.0,5518161200.0
16094,2021-05-21,MATIC-USD,1.4823360443115234,3691087028.0,3691087028.0,3691087028.0,3691087028.0,3691087028.0
16095,2021-05-22,MATIC-USD,1.1932920217514038,2559785462.0,2559785462.0,2559785462.0,2559785462.0,2559785462.0
16096,2021-05-23,MATIC-USD,1.0867149829864502,3787398515.0,3787398515.0,3787398515.0,3787398515.0,3787398515.0
16097,2021-05-24,MATIC-USD,1.7175769805908203,9112450701.0,9112450701.0,9112450701.0,9112450701.0,9112450701.0
16098,2021-05-25,MATIC-USD,1.9400500059127808,6515075273.0,6515075273.0,6515075273.0,6515075273.0,6515075273.0
16099,2021-05-26,MATIC-USD,2.210166931152344,8204673883.0,8204673883.0,8204673883.0,8204673883.0,8204673883.0
16100,2021-05-27,MATIC-USD,2.026745080947876,5255177625.0,5255177625.0,5255177625.0,5255177625.0,5255177625.0
16101,2021-05-28,MATIC-USD,1.8232940435409544,5212099042.0,5212099042.0,5212099042.0,5212099042.0,5212099042.0
16102,2021-05-29,MATIC-USD,1.6981940269470217,3504118573.0,3504118573.0,3504118573.0,3504118573.0,3504118573.0
16103,2021-05-30,MATIC-USD,1.8649380207061768,4118454690.0,4118454690.0,4118454690.0,4118454690.0,4118454690.0
16104,2021-05-31,MATIC-USD,1.8810240030288696,3157990052.0,3157990052.0,3157990052.0,3157990052.0,3157990052.0
16105,2021-06-01,MATIC-USD,1.8211640119552608,2319361513.0,2319361513.0,2319361513.0,2319361513.0,2319361513.0
16106,2021-06-02,MATIC-USD,1.7958970069885254,1734391037.0,1734391037.0,1734391037.0,1734391037.0,1734391037.0
16107,2021-06-03,MATIC-USD,1.8238459825515747,1502571188.0,1502571188.0,1502571188.0,1502571188.0,1502571188.0
16108,2021-06-04,MATIC-USD,1.631484031677246,2452329357.0,2452329357.0,2452329357.0,2452329357.0,2452329357.0
16109,2021-06-05,MATIC-USD,1.5273339748382568,1479392251.0,1479392251.0,1479392251.0,1479392251.0,1479392251.0
16110,2021-06-06,MATIC-USD,1.5834280252456665,1026604651.0,1026604651.0,1026604651.0,1026604651.0,1026604651.0
16111,2021-06-07,MATIC-USD,1.4801219701766968,1855450186.0,1855450186.0,1855450186.0,1855450186.0,1855450186.0
16112,2021-06-08,MATIC-USD,1.485098958015442,2517422655.0,2517422655.0,2517422655.0,2517422655.0,2517422655.0
16113,2021-06-09,MATIC-USD,1.4924269914627075,1819221238.0,1819221238.0,1819221238.0,1819221238.0,1819221238.0
16114,2021-06-10,MATIC-USD,1.3622050285339355,1083382350.0,1083382350.0,1083382350.0,1083382350.0,1083382350.0
16115,2021-06-11,MATIC-USD,1.251965045928955,960292127.0,960292127.0,960292127.0,960292127.0,960292127.0
16116,2021-06-12,MATIC-USD,1.3412690162658691,1585637917.0,1585637917.0,1585637917.0,1585637917.0,1585637917.0
16117,2021-06-13,MATIC-USD,1.4692169427871704,1566746227.0,1566746227.0,1566746227.0,1566746227.0,1566746227.0
16118,2021-06-14,MATIC-USD,1.4778629541397097,1415033591.0,1415033591.0,1415033591.0,1415033591.0,1415033591.0
16119,2021-06-15,MATIC-USD,1.6914600133895874,2287131448.0,2287131448.0,2287131448.0,2287131448.0,2287131448.0
16120,2021-06-16,MATIC-USD,1.4771970510482788,1472817044.0,1472817044.0,1472817044.0,1472817044.0,1472817044.0
16121,2021-06-17,MATIC-USD,1.5037939548492432,1089042381.0,1089042381.0,1089042381.0,1089042381.0,1089042381.0
16122,2021-06-18,MATIC-USD,1.3772610425949097,1233288351.0,1233288351.0,1233288351.0,1233288351.0,1233288351.0
16123,2021-06-19,MATIC-USD,1.3636950254440308,868441240.0,868441240.0,868441240.0,868441240.0,868441240.0
16124,2021-06-20,MATIC-USD,1.3989959955215454,998938016.0,998938016.0,998938016.0,998938016.0,998938016.0
16125,2021-06-21,MATIC-USD,1.0990519523620603,1483730324.0,1483730324.0,1483730324.0,1483730324.0,1483730324.0
16126,2021-06-22,MATIC-USD,1.0743839740753174,2509624684.0,2509624684.0,2509624684.0,2509624684.0,2509624684.0
16127,2021-06-23,MATIC-USD,1.1585869789123535,1608298389.0,1608298389.0,1608298389.0,1608298389.0,1608298389.0
16128,2021-06-24,MATIC-USD,1.2031480073928833,916504353.0,916504353.0,916504353.0,916504353.0,916504353.0
16129,2021-06-25,MATIC-USD,1.0461629629135132,960902434.0,960902434.0,960902434.0,960902434.0,960902434.0
16130,2021-06-26,MATIC-USD,1.0754530429840088,813581059.0,813581059.0,813581059.0,813581059.0,813581059.0
16131,2021-06-27,MATIC-USD,1.1120330095291138,704097942.0,704097942.0,704097942.0,704097942.0,704097942.0
16132,2021-06-28,MATIC-USD,1.119223952293396,728137291.0,728137291.0,728137291.0,728137291.0,728137291.0
16133,2021-06-29,MATIC-USD,1.1672790050506592,954899564.0,954899564.0,954899564.0,954899564.0,954899564.0
16134,2021-06-30,MATIC-USD,1.1674280166625977,797906875.0,797906875.0,797906875.0,797906875.0,797906875.0
16135,2021-07-01,MATIC-USD,1.077357053756714,596223500.0,596223500.0,596223500.0,596223500.0,596223500.0
16136,2021-07-02,MATIC-USD,1.1036109924316406,483658487.0,483658487.0,483658487.0,483658487.0,483658487.0
16137,2021-07-03,MATIC-USD,1.118638038635254,423834017.0,423834017.0,423834017.0,423834017.0,423834017.0
16138,2021-07-04,MATIC-USD,1.1478650569915771,510476356.0,510476356.0,510476356.0,510476356.0,510476356.0
16139,2021-07-05,MATIC-USD,1.1016099452972412,486095587.0,486095587.0,486095587.0,486095587.0,486095587.0
16140,2021-07-06,MATIC-USD,1.1317859888076782,570313255.0,570313255.0,570313255.0,570313255.0,570313255.0
16141,2021-07-07,MATIC-USD,1.128411054611206,582374200.0,582374200.0,582374200.0,582374200.0,582374200.0
16142,2021-07-08,MATIC-USD,1.0433399677276611,566038964.0,566038964.0,566038964.0,566038964.0,566038964.0
16143,2021-07-09,MATIC-USD,1.0513290166854858,478830499.0,478830499.0,478830499.0,478830499.0,478830499.0
16144,2021-07-10,MATIC-USD,1.02987802028656,355002271.0,355002271.0,355002271.0,355002271.0,355002271.0
16145,2021-07-11,MATIC-USD,1.0421520471572876,266686963.0,266686963.0,266686963.0,266686963.0,266686963.0
16146,2021-07-12,MATIC-USD,0.9969879984855652,430869287.0,430869287.0,430869287.0,430869287.0,430869287.0
16147,2021-07-13,MATIC-USD,0.9456639885902404,365205018.0,365205018.0,365205018.0,365205018.0,365205018.0
16148,2021-07-14,MATIC-USD,0.9286959767341614,523726158.0,523726158.0,523726158.0,523726158.0,523726158.0
16149,2021-07-15,MATIC-USD,0.8767820000648499,395226772.0,395226772.0,395226772.0,395226772.0,395226772.0
16150,2021-07-16,MATIC-USD,0.8126140236854553,457749814.0,457749814.0,457749814.0,457749814.0,457749814.0
16151,2021-07-17,MATIC-USD,0.8014609813690186,421592446.0,421592446.0,421592446.0,421592446.0,421592446.0
16152,2021-07-18,MATIC-USD,0.7954570055007935,404667080.0,404667080.0,404667080.0,404667080.0,404667080.0
16153,2021-07-19,MATIC-USD,0.7307279706001282,393350081.0,393350081.0,393350081.0,393350081.0,393350081.0
16154,2021-07-20,MATIC-USD,0.6901010274887085,953798836.0,953798836.0,953798836.0,953798836.0,953798836.0
16155,2021-07-21,MATIC-USD,0.8880090117454529,2106021346.0,2106021346.0,2106021346.0,2106021346.0,2106021346.0
16156,2021-07-22,MATIC-USD,0.8805509805679321,1369987199.0,1369987199.0,1369987199.0,1369987199.0,1369987199.0
16157,2021-07-23,MATIC-USD,0.9492300152778624,984378205.0,984378205.0,984378205.0,984378205.0,984378205.0
16158,2021-07-24,MATIC-USD,0.9493250250816344,769444027.0,769444027.0,769444027.0,769444027.0,769444027.0
16159,2021-07-25,MATIC-USD,0.9399430155754088,600985079.0,600985079.0,600985079.0,600985079.0,600985079.0
16160,2021-07-26,MATIC-USD,1.0178860425949097,1931636034.0,1931636034.0,1931636034.0,1931636034.0,1931636034.0
16161,2021-07-27,MATIC-USD,1.0398199558258057,1313155904.0,1313155904.0,1313155904.0,1313155904.0,1313155904.0
16162,2021-07-28,MATIC-USD,1.015442967414856,927615842.0,927615842.0,927615842.0,927615842.0,927615842.0
16163,2021-07-29,MATIC-USD,1.025704026222229,469026617.0,469026617.0,469026617.0,469026617.0,469026617.0
16164,2021-07-30,MATIC-USD,1.0694069862365725,718792140.0,718792140.0,718792140.0,718792140.0,718792140.0
16165,2021-07-31,MATIC-USD,1.082648992538452,667661361.0,667661361.0,667661361.0,667661361.0,667661361.0
16166,2021-08-01,MATIC-USD,1.052474021911621,797582648.0,797582648.0,797582648.0,797582648.0,797582648.0
16167,2021-08-02,MATIC-USD,1.04818594455719,570342629.0,570342629.0,570342629.0,570342629.0,570342629.0
16168,2021-08-03,MATIC-USD,1.0187950134277344,467084981.0,467084981.0,467084981.0,467084981.0,467084981.0
16169,2021-08-04,MATIC-USD,1.0526820421218872,518285126.0,518285126.0,518285126.0,518285126.0,518285126.0
16170,2021-08-05,MATIC-USD,1.0649449825286863,621282689.0,621282689.0,621282689.0,621282689.0,621282689.0
16171,2021-08-06,MATIC-USD,1.0808219909667969,603613586.0,603613586.0,603613586.0,603613586.0,603613586.0
16172,2021-08-07,MATIC-USD,1.166139006614685,1110079229.0,1110079229.0,1110079229.0,1110079229.0,1110079229.0
16173,2021-08-08,MATIC-USD,1.0809069871902466,703610531.0,703610531.0,703610531.0,703610531.0,703610531.0
16174,2021-08-09,MATIC-USD,1.127634048461914,736205594.0,736205594.0,736205594.0,736205594.0,736205594.0
16175,2021-08-10,MATIC-USD,1.1575889587402344,827611523.0,827611523.0,827611523.0,827611523.0,827611523.0
16176,2021-08-11,MATIC-USD,1.373568058013916,2204620649.0,2204620649.0,2204620649.0,2204620649.0,2204620649.0
16177,2021-08-12,MATIC-USD,1.3210190534591677,1812149732.0,1812149732.0,1812149732.0,1812149732.0,1812149732.0
16178,2021-08-13,MATIC-USD,1.513185977935791,1667275350.0,1667275350.0,1667275350.0,1667275350.0,1667275350.0
16179,2021-08-14,MATIC-USD,1.4417589902877808,1077737165.0,1077737165.0,1077737165.0,1077737165.0,1077737165.0
16180,2021-08-15,MATIC-USD,1.466439962387085,872957127.0,872957127.0,872957127.0,872957127.0,872957127.0
16181,2021-08-16,MATIC-USD,1.4275130033493042,1227247699.0,1227247699.0,1227247699.0,1227247699.0,1227247699.0
16182,2021-08-17,MATIC-USD,1.3517589569091797,1252398476.0,1252398476.0,1252398476.0,1252398476.0,1252398476.0
16183,2021-08-18,MATIC-USD,1.3385469913482666,1067665316.0,1067665316.0,1067665316.0,1067665316.0,1067665316.0
16184,2021-08-19,MATIC-USD,1.469267964363098,996384921.0,996384921.0,996384921.0,996384921.0,996384921.0
16185,2021-08-20,MATIC-USD,1.5527429580688477,1297684727.0,1297684727.0,1297684727.0,1297684727.0,1297684727.0
16186,2021-08-21,MATIC-USD,1.5849740505218506,1570905054.0,1570905054.0,1570905054.0,1570905054.0,1570905054.0
16187,2021-08-22,MATIC-USD,1.626175045967102,1161537492.0,1161537492.0,1161537492.0,1161537492.0,1161537492.0
16188,2021-08-23,MATIC-USD,1.624295949935913,991583514.0,991583514.0,991583514.0,991583514.0,991583514.0
16189,2021-08-24,MATIC-USD,1.4747469425201416,1042021630.0,1042021630.0,1042021630.0,1042021630.0,1042021630.0
16190,2021-08-25,MATIC-USD,1.5259510278701782,889188383.0,889188383.0,889188383.0,889188383.0,889188383.0
16191,2021-08-26,MATIC-USD,1.3777389526367188,909479259.0,909479259.0,909479259.0,909479259.0,909479259.0
16192,2021-08-27,MATIC-USD,1.5154930353164673,992502714.0,992502714.0,992502714.0,992502714.0,992502714.0
16193,2021-08-28,MATIC-USD,1.4579119682312012,685991618.0,685991618.0,685991618.0,685991618.0,685991618.0
16194,2021-08-29,MATIC-USD,1.4207819700241089,643115451.0,643115451.0,643115451.0,643115451.0,643115451.0
16195,2021-08-30,MATIC-USD,1.3139029741287231,852170692.0,852170692.0,852170692.0,852170692.0,852170692.0
16196,2021-08-31,MATIC-USD,1.338104009628296,1024769364.0,1024769364.0,1024769364.0,1024769364.0,1024769364.0
16197,2021-09-01,MATIC-USD,1.471418023109436,1549697810.0,1549697810.0,1549697810.0,1549697810.0,1549697810.0
16198,2021-09-02,MATIC-USD,1.4467209577560425,1176106004.0,1176106004.0,1176106004.0,1176106004.0,1176106004.0
16199,2021-09-03,MATIC-USD,1.4592169523239136,945475604.0,945475604.0,945475604.0,945475604.0,945475604.0
16200,2021-09-04,MATIC-USD,1.7339099645614624,2259132026.0,2259132026.0,2259132026.0,2259132026.0,2259132026.0
16201,2021-09-05,MATIC-USD,1.679481029510498,2222482139.0,2222482139.0,2222482139.0,2222482139.0,2222482139.0
16202,2021-09-06,MATIC-USD,1.64382803440094,1604856454.0,1604856454.0,1604856454.0,1604856454.0,1604856454.0
16203,2021-09-07,MATIC-USD,1.3542020320892334,2936052984.0,2936052984.0,2936052984.0,2936052984.0,2936052984.0
16204,2021-09-08,MATIC-USD,1.333335041999817,2142597087.0,2142597087.0,2142597087.0,2142597087.0,2142597087.0
16205,2021-09-09,MATIC-USD,1.3671890497207642,1705671098.0,1705671098.0,1705671098.0,1705671098.0,1705671098.0
16206,2021-09-10,MATIC-USD,1.304479956626892,1487477154.0,1487477154.0,1487477154.0,1487477154.0,1487477154.0
16207,2021-09-11,MATIC-USD,1.3154699802398682,926297392.0,926297392.0,926297392.0,926297392.0,926297392.0
16208,2021-09-12,MATIC-USD,1.3297380208969116,808860700.0,808860700.0,808860700.0,808860700.0,808860700.0
16209,2021-09-13,MATIC-USD,1.2476099729537964,962125239.0,962125239.0,962125239.0,962125239.0,962125239.0
16210,2021-09-14,MATIC-USD,1.316789984703064,906693116.0,906693116.0,906693116.0,906693116.0,906693116.0
16211,2021-09-15,MATIC-USD,1.4163730144500732,858891824.0,858891824.0,858891824.0,858891824.0,858891824.0
16212,2021-09-16,MATIC-USD,1.383579969406128,1223168231.0,1223168231.0,1223168231.0,1223168231.0,1223168231.0
16213,2021-09-17,MATIC-USD,1.422435998916626,1109643018.0,1109643018.0,1109643018.0,1109643018.0,1109643018.0
16214,2021-09-18,MATIC-USD,1.3662420511245728,816580424.0,816580424.0,816580424.0,816580424.0,816580424.0
16215,2021-09-19,MATIC-USD,1.31454598903656,654857399.0,654857399.0,654857399.0,654857399.0,654857399.0
16216,2021-09-20,MATIC-USD,1.126376032829285,1277440802.0,1277440802.0,1277440802.0,1277440802.0,1277440802.0
16217,2021-09-21,MATIC-USD,1.046900987625122,1167943054.0,1167943054.0,1167943054.0,1167943054.0,1167943054.0
16218,2021-09-22,MATIC-USD,1.231153964996338,1077491930.0,1077491930.0,1077491930.0,1077491930.0,1077491930.0
16219,2021-09-23,MATIC-USD,1.2255940437316897,739360694.0,739360694.0,739360694.0,739360694.0,739360694.0
16220,2021-09-24,MATIC-USD,1.1289069652557373,882273994.0,882273994.0,882273994.0,882273994.0,882273994.0
16221,2021-09-25,MATIC-USD,1.1222749948501587,692984880.0,692984880.0,692984880.0,692984880.0,692984880.0
16222,2021-09-26,MATIC-USD,1.12301504611969,793300901.0,793300901.0,793300901.0,793300901.0,793300901.0
16223,2021-09-27,MATIC-USD,1.0866930484771729,642955331.0,642955331.0,642955331.0,642955331.0,642955331.0
16224,2021-09-28,MATIC-USD,1.0503549575805664,555507935.0,555507935.0,555507935.0,555507935.0,555507935.0
16225,2021-09-29,MATIC-USD,1.0994160175323486,579309057.0,579309057.0,579309057.0,579309057.0,579309057.0
16226,2021-09-30,MATIC-USD,1.1271090507507324,625455858.0,625455858.0,625455858.0,625455858.0,625455858.0
16227,2021-10-01,MATIC-USD,1.2661950588226318,954137490.0,954137490.0,954137490.0,954137490.0,954137490.0
16228,2021-10-02,MATIC-USD,1.296617031097412,867675302.0,867675302.0,867675302.0,867675302.0,867675302.0
16229,2021-10-03,MATIC-USD,1.3253790140151978,830568657.0,830568657.0,830568657.0,830568657.0,830568657.0
16230,2021-10-04,MATIC-USD,1.2719099521636963,809824205.0,809824205.0,809824205.0,809824205.0,809824205.0
16231,2021-10-05,MATIC-USD,1.3145439624786377,736824008.0,736824008.0,736824008.0,736824008.0,736824008.0
16232,2021-10-06,MATIC-USD,1.2576429843902588,865263448.0,865263448.0,865263448.0,865263448.0,865263448.0
16233,2021-10-07,MATIC-USD,1.2765079736709597,833762688.0,833762688.0,833762688.0,833762688.0,833762688.0
16234,2021-10-08,MATIC-USD,1.3440279960632324,1257107167.0,1257107167.0,1257107167.0,1257107167.0,1257107167.0
16235,2021-10-09,MATIC-USD,1.351140022277832,764580435.0,764580435.0,764580435.0,764580435.0,764580435.0
16236,2021-10-10,MATIC-USD,1.248175024986267,677169882.0,677169882.0,677169882.0,677169882.0,677169882.0
16237,2021-10-11,MATIC-USD,1.24372398853302,639348221.0,639348221.0,639348221.0,639348221.0,639348221.0
16238,2021-10-12,MATIC-USD,1.2238709926605225,713982715.0,713982715.0,713982715.0,713982715.0,713982715.0
16239,2021-10-13,MATIC-USD,1.2411179542541504,623087088.0,623087088.0,623087088.0,623087088.0,623087088.0
16240,2021-10-14,MATIC-USD,1.2630540132522583,612129553.0,612129553.0,612129553.0,612129553.0,612129553.0
16241,2021-10-15,MATIC-USD,1.583204984664917,4474715079.0,4474715079.0,4474715079.0,4474715079.0,4474715079.0
16242,2021-10-16,MATIC-USD,1.506134033203125,1446888418.0,1446888418.0,1446888418.0,1446888418.0,1446888418.0
16243,2021-10-17,MATIC-USD,1.4565349817276,776742623.0,776742623.0,776742623.0,776742623.0,776742623.0
16244,2021-10-18,MATIC-USD,1.4791159629821775,1543649297.0,1543649297.0,1543649297.0,1543649297.0,1543649297.0
16245,2021-10-19,MATIC-USD,1.471904993057251,819724131.0,819724131.0,819724131.0,819724131.0,819724131.0
16246,2021-10-20,MATIC-USD,1.5318690538406372,927562804.0,927562804.0,927562804.0,927562804.0,927562804.0
16247,2021-10-21,MATIC-USD,1.5044549703598022,1126211523.0,1126211523.0,1126211523.0,1126211523.0,1126211523.0
16248,2021-10-22,MATIC-USD,1.514093041419983,929627491.0,929627491.0,929627491.0,929627491.0,929627491.0
16249,2021-10-23,MATIC-USD,1.6419179439544678,1350704371.0,1350704371.0,1350704371.0,1350704371.0,1350704371.0
16250,2021-10-24,MATIC-USD,1.5737379789352417,940179787.0,940179787.0,940179787.0,940179787.0,940179787.0
16251,2021-10-25,MATIC-USD,1.6744489669799805,1015203405.0,1015203405.0,1015203405.0,1015203405.0,1015203405.0
16252,2021-10-26,MATIC-USD,1.7360249757766724,1906328412.0,1906328412.0,1906328412.0,1906328412.0,1906328412.0
16253,2021-10-27,MATIC-USD,1.7599420547485352,3398874364.0,3398874364.0,3398874364.0,3398874364.0,3398874364.0
16254,2021-10-28,MATIC-USD,2.128509998321533,3884078138.0,3884078138.0,3884078138.0,3884078138.0,3884078138.0
16255,2021-10-29,MATIC-USD,2.0205719470977783,2750490936.0,2750490936.0,2750490936.0,2750490936.0,2750490936.0
16256,2021-10-30,MATIC-USD,1.8681089878082275,1433364582.0,1433364582.0,1433364582.0,1433364582.0,1433364582.0
16257,2021-10-31,MATIC-USD,1.9350030422210691,1537180900.0,1537180900.0,1537180900.0,1537180900.0,1537180900.0
16258,2021-11-01,MATIC-USD,1.903897047042847,1201666926.0,1201666926.0,1201666926.0,1201666926.0,1201666926.0
16259,2021-11-02,MATIC-USD,1.937505006790161,1218148029.0,1218148029.0,1218148029.0,1218148029.0,1218148029.0
16260,2021-11-03,MATIC-USD,2.0345981121063232,2039111745.0,2039111745.0,2039111745.0,2039111745.0,2039111745.0
16261,2021-11-04,MATIC-USD,1.9170409440994265,1274036123.0,1274036123.0,1274036123.0,1274036123.0,1274036123.0
16262,2021-11-05,MATIC-USD,1.9014639854431152,816606444.0,816606444.0,816606444.0,816606444.0,816606444.0
16263,2021-11-06,MATIC-USD,1.8848860263824463,732369721.0,732369721.0,732369721.0,732369721.0,732369721.0
16264,2021-11-07,MATIC-USD,1.884112000465393,647295001.0,647295001.0,647295001.0,647295001.0,647295001.0
16265,2021-11-08,MATIC-USD,1.8940470218658447,1041094531.0,1041094531.0,1041094531.0,1041094531.0,1041094531.0
16266,2021-11-09,MATIC-USD,1.77646803855896,1280583757.0,1280583757.0,1280583757.0,1280583757.0,1280583757.0
16267,2021-11-10,MATIC-USD,1.7056560516357422,1617335024.0,1617335024.0,1617335024.0,1617335024.0,1617335024.0
16268,2021-11-11,MATIC-USD,1.7595410346984863,975172367.0,975172367.0,975172367.0,975172367.0,975172367.0
16269,2021-11-12,MATIC-USD,1.7157000303268433,879043211.0,879043211.0,879043211.0,879043211.0,879043211.0
16270,2021-11-13,MATIC-USD,1.754876971244812,650997876.0,650997876.0,650997876.0,650997876.0,650997876.0
16271,2021-11-14,MATIC-USD,1.7296680212020874,622632118.0,622632118.0,622632118.0,622632118.0,622632118.0
16272,2021-11-15,MATIC-USD,1.6917239427566528,671140082.0,671140082.0,671140082.0,671140082.0,671140082.0
16273,2021-11-16,MATIC-USD,1.5629819631576538,1289977777.0,1289977777.0,1289977777.0,1289977777.0,1289977777.0
16274,2021-11-17,MATIC-USD,1.634735941886902,1120693388.0,1120693388.0,1120693388.0,1120693388.0,1120693388.0
16275,2021-11-18,MATIC-USD,1.498249053955078,1037256554.0,1037256554.0,1037256554.0,1037256554.0,1037256554.0
16276,2021-11-19,MATIC-USD,1.6179649829864502,816043046.0,816043046.0,816043046.0,816043046.0,816043046.0
16277,2021-11-20,MATIC-USD,1.6646909713745115,755911362.0,755911362.0,755911362.0,755911362.0,755911362.0
16278,2021-11-21,MATIC-USD,1.6024030447006226,587625385.0,587625385.0,587625385.0,587625385.0,587625385.0
16279,2021-11-22,MATIC-USD,1.558411955833435,729095002.0,729095002.0,729095002.0,729095002.0,729095002.0
16280,2021-11-23,MATIC-USD,1.7532110214233398,1142625090.0,1142625090.0,1142625090.0,1142625090.0,1142625090.0
16281,2021-11-24,MATIC-USD,1.680279016494751,1186647404.0,1186647404.0,1186647404.0,1186647404.0,1186647404.0
16282,2021-11-25,MATIC-USD,1.7870880365371704,1498060646.0,1498060646.0,1498060646.0,1498060646.0,1498060646.0
16283,2021-11-26,MATIC-USD,1.6318609714508057,1791674309.0,1791674309.0,1791674309.0,1791674309.0,1791674309.0
16284,2021-11-27,MATIC-USD,1.6140400171279907,924455422.0,924455422.0,924455422.0,924455422.0,924455422.0
16285,2021-11-28,MATIC-USD,1.6518399715423584,934302637.0,934302637.0,934302637.0,934302637.0,934302637.0
16286,2021-11-29,MATIC-USD,1.817824959754944,1112618280.0,1112618280.0,1112618280.0,1112618280.0,1112618280.0
16287,2021-11-30,MATIC-USD,1.785351037979126,1429741637.0,1429741637.0,1429741637.0,1429741637.0,1429741637.0
16288,2021-12-01,MATIC-USD,2.008297920227051,2527343019.0,2527343019.0,2527343019.0,2527343019.0,2527343019.0
16289,2021-12-02,MATIC-USD,2.1272881031036377,3679081051.0,3679081051.0,3679081051.0,3679081051.0,3679081051.0
16290,2021-12-03,MATIC-USD,2.268029928207397,4686886096.0,4686886096.0,4686886096.0,4686886096.0,4686886096.0
16291,2021-12-04,MATIC-USD,1.9803060293197632,4687656407.0,4687656407.0,4687656407.0,4687656407.0,4687656407.0
16292,2021-12-05,MATIC-USD,2.0456020832061768,3609200610.0,3609200610.0,3609200610.0,3609200610.0,3609200610.0
16293,2021-12-06,MATIC-USD,2.2797110080718994,4448366364.0,4448366364.0,4448366364.0,4448366364.0,4448366364.0
16294,2021-12-07,MATIC-USD,2.366476058959961,5009697353.0,5009697353.0,5009697353.0,5009697353.0,5009697353.0
16295,2021-12-08,MATIC-USD,2.4187300205230717,4615516373.0,4615516373.0,4615516373.0,4615516373.0,4615516373.0
16296,2021-12-09,MATIC-USD,2.090277910232544,3597671922.0,3597671922.0,3597671922.0,3597671922.0,3597671922.0
16297,2021-12-10,MATIC-USD,2.097673892974853,3509992131.0,3509992131.0,3509992131.0,3509992131.0,3509992131.0
16298,2021-12-11,MATIC-USD,2.1325159072875977,2085837502.0,2085837502.0,2085837502.0,2085837502.0,2085837502.0
16299,2021-12-12,MATIC-USD,2.086988925933838,1348386846.0,1348386846.0,1348386846.0,1348386846.0,1348386846.0
16300,2021-12-13,MATIC-USD,1.8202769756317136,2267821499.0,2267821499.0,2267821499.0,2267821499.0,2267821499.0
16301,2021-12-14,MATIC-USD,1.8027689456939695,2323550894.0,2323550894.0,2323550894.0,2323550894.0,2323550894.0
16302,2021-12-15,MATIC-USD,2.122060060501098,3408032714.0,3408032714.0,3408032714.0,3408032714.0,3408032714.0
16303,2021-12-16,MATIC-USD,2.0726890563964844,2342715249.0,2342715249.0,2342715249.0,2342715249.0,2342715249.0
