Date,adj_close,close,low,high,open,volume,SMA30,CMA30,EMA30,adx,bb_low,bb_ma,bb_high,macd,macdsignal,macdhist,rsi,stdev,slowk,slowd,dollar_close,sp500_close
2017-11-09,7143.580078125,7143.580078125,7101.52001953125,7446.830078125,7446.830078125,3226249984,6720.195963541667,3512.9257504241637,6798.973215386015,37.4288361913699,5510.491951163063,6720.195963541667,7929.899975920271,547.2985406217977,521.810007456832,25.488533164965702,65.83643810630339,604.8520061893021,33.18403167975998,38.77205872514791,94.35199737548828,2584.6201171875
2017-11-10,6618.14013671875,6618.14013671875,6436.8701171875,7312.0,7173.72998046875,5208249856,6767.749967447917,3528.529842817604,6776.369080552607,36.23832748800177,5636.454267082727,6767.749967447917,7899.045667813107,482.14979650948044,513.8779652673617,-31.728168757881235,55.203606321919416,565.6478501825951,30.022892297765875,33.5779548476265,94.27799987792969,2582.300048828125
2017-11-11,6357.60009765625,6357.60009765625,6204.22021484375,6873.14990234375,6618.60986328125,4908680192,6806.196647135416,3542.675194091797,6724.022957690562,34.5486775635496,5777.081815414867,6806.196647135416,7835.311478855965,404.82892781809824,492.068157777509,-87.23922995941075,50.841321095932145,514.5574158602743,13.668599259335634,25.625174412287127,94.27799987792969,2582.300048828125
2017-11-12,5950.06982421875,5950.06982421875,5519.009765625,6625.0498046875,6295.4501953125,8957349888,6819.328645833333,3554.652281803871,6627.278816006586,32.896776353019206,5840.5031632627615,6819.328645833333,7798.154128403905,307.12692708404484,455.07991163881616,-147.95298455477132,44.89566673039095,489.4127412852858,14.12774885822445,19.27308013844195,94.27799987792969,2582.300048828125
2017-11-13,6559.490234375,6559.490234375,5844.2900390625,6811.18994140625,5938.25,6263249920,6846.371321614583,3569.5277172126393,6618.805243302638,30.97852592095969,5921.664928244968,6846.371321614583,7771.077714984199,275.6944871244277,419.20282673593846,-143.50833961151073,53.59132297215828,462.3531966848076,27.607648744315743,18.467998953958574,94.38800048828125,2584.840087890625
2017-11-14,6635.75,6635.75,6461.75,6764.97998046875,6561.47998046875,3197110016,6880.052669270834,3584.6322604776014,6620.923337889808,29.188158851037475,6028.157070758066,6880.052669270834,7731.948267783601,254.00951419026114,386.164164226803,-132.15465003654185,54.55285750708823,425.94779925638403,45.11695731434697,28.950784972295683,93.7229995727539,2578.8701171875
2017-11-15,7315.5400390625,7315.5400390625,6634.759765625,7342.25,6634.759765625,4200880128,6936.528678385416,3602.9210240981156,6707.750425536395,28.041959355820392,6088.9720222626975,6936.528678385416,7784.085334508135,288.35343293696496,366.6020179688354,-78.24858503187045,62.0604462024638,423.7783280613595,71.59685454653517,48.107153535065926,93.72599792480469,2564.6201171875
2017-11-16,7871.68994140625,7871.68994140625,7176.580078125,7967.3798828125,7323.240234375,5123809792,7010.15400390625,3623.744287109375,6853.242865020126,27.86548219149179,6049.820396841582,7010.15400390625,7970.4876109709185,356.34021695183856,364.54965776543605,-8.209440813597496,66.85928398052448,480.1668035323343,85.63679743267829,67.45020309785345,93.85399627685547,2585.639892578125
2017-11-17,7708.990234375,7708.990234375,7561.08984375,8004.58984375,7853.56982421875,4651670016,7052.186686197917,3643.575578115519,6960.211286189486,27.748602290379306,6030.344937936019,7052.186686197917,8074.028434459815,392.5664646424593,370.1530191408407,22.41344550161864,64.3096483817819,510.92087413094896,93.64781602484943,83.62715600135427,93.57499694824219,2578.85009765625
2017-11-18,7790.14990234375,7790.14990234375,7463.43994140625,7884.990234375,7697.2099609375,3667190016,7091.0126953125,3663.607338135945,7063.953613208769,27.41815593583992,6006.162237424229,7091.0126953125,8175.863153200771,422.9494360369772,380.71230252006796,42.23713351690924,65.02253656884437,542.4252289441358,89.50312641744074,89.59591329165613,93.57499694824219,2578.85009765625
2017-11-19,8036.490234375,8036.490234375,7694.10009765625,8101.91015625,7766.02978515625,3149319936,7134.78203125,3684.630813598633,7185.520690854548,27.41326558841189,5957.770730101667,7134.78203125,8311.793332398332,461.58490237948354,396.8868224919511,64.69807988753246,67.15599961318549,588.5056505741661,89.31957086277703,90.82350443502237,93.57499694824219,2578.85009765625
2017-11-20,8200.6396484375,8200.6396484375,7949.35986328125,8336.8603515625,8039.06982421875,3488450048,7187.663997395834,3706.2385113729815,7312.410560552416,27.718937493244194,5900.303665368612,7187.663997395834,8475.024329423055,499.6891679875216,417.4472915910652,82.2418763964564,68.52658990591813,643.6801660136107,89.96721768317241,89.59663832113004,93.99700164794922,2582.139892578125
2017-11-21,8071.259765625,8071.259765625,7762.7099609375,8348.66015625,8205.740234375,4277609984,7257.563997395833,3727.02432686942,7407.266711186489,27.549289434220167,5901.577737114781,7257.563997395833,8613.550257676885,513.5275715530779,436.6633475834677,76.86422396961018,66.19388338450312,677.9931301405263,84.15460488045296,87.81379780880077,93.87699890136719,2599.030029296875
2017-11-22,8253.5498046875,8253.5498046875,8075.47021484375,8302.259765625,8077.9501953125,3633530112,7331.508658854166,3748.477054252444,7513.052097874116,27.390951245797744,5890.002024999533,7331.508658854166,8773.0152927088,533.0591151088211,455.9425010885384,77.11661402028267,67.84619792614065,720.7533169273166,82.05951145131945,85.39377800498158,93.13500213623047,2597.080078125
2017-11-23,8038.77001953125,8038.77001953125,8038.77001953125,8267.400390625,8232.3798828125,4225179904,7370.113997395833,3768.71428522074,7578.766838081257,27.146912285205083,5886.540584622728,7370.113997395833,8853.68741016894,525.1534285932057,469.78468658947185,55.36874200373387,63.903309573164556,741.7867063865531,70.19186388149383,78.80199340442205,93.13500213623047,2597.080078125
2017-11-24,8253.6904296875,8253.6904296875,7940.93017578125,8374.16015625,8074.02001953125,5058610176,7444.121354166667,3789.7705112511003,7663.132287032038,27.095596308624398,5903.476802571009,7444.121354166667,8984.765905762324,530.1195083031998,481.85165093221747,48.26785737098237,66.02047020637734,770.322275797829,74.07005837257829,75.44047790179717,92.70700073242188,2602.419921875
2017-11-25,8790.919921875,8790.919921875,8191.14990234375,8790.919921875,8241.7099609375,4342060032,7588.97333984375,3813.1403683100907,7804.105741387409,27.669817344516908,5979.183616686039,7588.97333984375,9198.763063001461,570.8249774436144,499.64631623449685,71.17866120911759,70.63347946705899,804.8948615788556,77.65147800005813,73.9711334180434,92.70700073242188,2602.419921875
2017-11-26,9330.5498046875,9330.5498046875,8775.58984375,9522.9296875,8789.0400390625,5475579904,7787.169986979166,3838.8027377816134,7994.91124929992,29.031219063840616,6102.302757375019,7787.169986979166,9472.037216583314,639.2589968811908,527.5688523638356,111.69014451735518,74.37712099425187,842.4336148020741,89.37905050962756,80.36686229408798,92.70700073242188,2602.419921875
2017-11-27,9818.349609375,9818.349609375,9352.7197265625,9818.349609375,9352.7197265625,5653320192,8045.055305989584,3866.4858251501014,8222.841044309305,30.567894602357637,6379.834838965688,8045.055305989584,9710.27577301348,724.5031959953194,566.9557210901323,157.54747490518707,77.19302764654438,832.6102335119483,95.94648246544041,87.65900365837535,92.82499694824219,2601.419921875
2017-11-28,10058.7998046875,10058.7998046875,9736.2998046875,10125.7001953125,9823.4296875,6348819968,8278.342610677084,3895.0218342723933,8452.33588935658,32.25426893626262,6532.450988203202,8278.342610677084,10024.234233150966,802.2147271666972,614.0075223054453,188.20720486125197,78.44415662371233,872.9458112369413,94.92577410671267,93.41710236059352,93.21299743652344,2627.0400390625
2017-11-29,9888.6103515625,9888.6103515625,9601.0302734375,11517.400390625,10077.400390625,11568799744,8495.199967447918,3922.5153595810634,8631.87019713232,34.642958017844876,6812.348351470433,8495.199967447918,10178.051583425402,840.3814151324023,659.2823008708367,181.09911426156555,75.31112821847168,841.425807988742,82.65670815173543,91.17632157462947,93.10700225830078,2626.070068359375
2017-11-30,10233.599609375,10233.599609375,9202.0498046875,10801.0,9906.7900390625,8310689792,8689.737272135417,3951.3330958814927,8832.086373662656,35.994050608695254,6924.689572690794,8689.737272135417,10454.78497158004,888.2276052998923,705.0713617566478,183.1562435432445,77.28179794511524,882.5238497223113,67.04900709311413,81.54382978385405,93.00199890136719,2647.580078125
2017-12-01,10975.599609375,10975.599609375,9694.650390625,11046.7001953125,10198.599609375,6783119872,8896.664583333333,3983.2615800337358,9100.025528126698,37.40289401143541,6857.291693602521,8896.664583333333,10936.037473064145,974.7825679063317,759.0136029865846,215.76896491974708,80.81134304731316,1019.6864448654062,60.26958956535369,69.99176827006774,92.84100341796875,2642.219970703125
2017-12-02,11074.599609375,11074.599609375,10905.099609375,11320.2001953125,10978.2998046875,5138500096,9121.038541666667,4015.349082428945,9346.847288282735,38.87616055253845,6919.57949770232,9121.038541666667,11322.497585631014,1039.38508769307,815.0878999278817,224.29718776518837,81.22825461537008,1100.7295219821735,70.21731728517983,65.84530464788253,92.84100341796875,2642.219970703125
2017-12-03,11323.2001953125,11323.2001953125,10862.0,11858.7001953125,11082.7001953125,6608309760,9356.575227864583,4048.2673306851775,9593.891401661456,40.53372593338702,7023.041676714905,9356.575227864583,11690.108779014261,1097.9861389660946,871.6675477355243,226.3185912305703,82.26497434735309,1166.7667755748391,79.10603113231464,69.86431266094935,92.84100341796875,2642.219970703125
2017-12-04,11657.2001953125,11657.2001953125,11081.7998046875,11657.2001953125,11315.400390625,6132409856,9597.955891927084,4082.3881058628785,9851.805000867836,42.08078695551235,7116.2117684075465,9597.955891927084,12079.700015446622,1158.0298556162852,928.9400093116765,229.08984630460873,83.57106595268581,1240.8720617597687,84.37791066378036,77.90041969375824,93.14399719238281,2639.43994140625
2017-12-05,11916.7001953125,11916.7001953125,11604.599609375,12032.0,11685.7001953125,6895260160,9845.69326171875,4117.362713405064,10109.916900173419,43.711223872954314,7232.907902547062,9845.69326171875,12458.478620890439,1212.5765868309209,985.6673248155254,226.90926201539548,84.52006354266082,1306.3926795858442,89.10845665308794,84.19746614972762,93.33399963378906,2629.570068359375
2017-12-06,14291.5,14291.5,11923.400390625,14369.099609375,11923.400390625,12656300032,10260.375944010417,4162.581101345486,10632.614787651743,45.99176903890928,7009.239325684228,10260.375944010417,13511.512562336606,1430.9368126655409,1074.7212223855286,356.2155902800123,90.11738678075713,1625.5683091630945,95.08989605186936,89.52542112291252,93.58200073242188,2629.27001953125
2017-12-07,17899.69921875,17899.69921875,14057.2998046875,17899.69921875,14266.099609375,17950699520,10903.452571614584,4223.364809829577,11541.000341539024,48.64295003547966,6065.662976512913,10903.452571614584,15741.242166716254,1873.5433453688402,1234.485646982191,639.0576983866492,93.7791362665278,2418.8947975508354,97.61814240689183,93.93883170394967,93.76899719238281,2636.97998046875
2017-12-08,16569.400390625,16569.400390625,14336.900390625,18353.400390625,17802.900390625,21135998976,11472.161263020833,4277.752631771407,12169.55034767477,51.16163429669756,6135.223425581328,11472.161263020833,16809.09910046034,2092.8432197974216,1406.1571615452372,686.6860582521845,81.80561551646774,2668.4689187197523,91.08451859978892,94.59751901951665,93.8740005493164,2651.5
2017-12-09,15178.2001953125,15178.2001953125,13674.900390625,16783.0,16523.30078125,13911300096,11933.795247395834,4325.561612313254,12545.631578629487,52.66833173835474,6592.37280058648,11933.795247395834,17275.21769420519,2129.8303625892167,1550.8918017540332,578.9385608351836,71.56718839395853,2670.711223404677,76.13927921206738,88.28064673958266,93.8740005493164,2651.5
2017-12-10,15455.400390625,15455.400390625,13226.599609375,15850.599609375,15168.400390625,13433299968,12378.0939453125,4374.1635283757505,12909.352680128926,53.5305558631881,7047.590677995493,12378.0939453125,17708.597212629506,2156.6501582762157,1672.0434730584698,484.60668521774596,72.30710970710862,2665.251633658503,61.115951062767216,76.11324962487446,93.8740005493164,2651.5
2017-12-11,16936.80078125,16936.80078125,15404.7998046875,17513.900390625,15427.400390625,12153900032,12885.17734375,4428.783690344769,13412.78369276906,54.6960676713429,7366.946390671134,12885.17734375,18403.408296828864,2271.2599990691506,1791.886778260606,479.3732208085446,75.89842330942713,2759.1154765394326,60.0834649374843,65.77956507077292,93.84300231933594,2659.989990234375
2017-12-12,17415.400390625,17415.400390625,16571.599609375,17781.80078125,16919.80078125,14603799552,13391.647395833334,4485.002810259402,13913.110780001052,55.834955615433095,7700.470997455758,13391.647395833334,19082.823794210908,2373.3496152636817,1908.179345661221,465.1702696024606,76.93385892108631,2845.5881991887877,69.66758203139601,63.62233267721579,94.08000183105469,2664.110107421875
2017-12-13,16408.19921875,16408.19921875,16039.7001953125,17653.099609375,17500.0,12976900096,13814.940690104168,4536.395898227034,14224.996834844671,56.28829852647396,8234.865741256195,13814.940690104168,19395.01563895214,2345.9411058048245,1995.7316976899417,350.20940811488276,70.1395152699746,2790.0374744239857,74.63938511684188,68.13014402857401,93.41899871826172,2662.85009765625
2017-12-14,16564.0,16564.0,16185.900390625,17085.80078125,16384.599609375,13777399808,14259.966666666667,4588.016516689579,14517.372230489087,56.71141857677877,8944.952160694767,14259.966666666667,19574.981172638567,2310.1613831569466,2058.6176347833425,251.5437483736041,70.57027278333707,2657.5072529859503,74.93837417193912,73.08178044005895,93.47899627685547,2652.010009765625
2017-12-15,17706.900390625,17706.900390625,16601.30078125,18154.099609375,16601.30078125,14309999616,14758.18671875,4644.080122988448,14916.063250506077,57.3786407651868,9649.200019271168,14758.18671875,19867.17341822883,2346.9737526062527,2116.2888583479244,230.6848942583283,73.5672307136356,2554.4933497394154,75.61506716283189,75.06427548387092,93.92900085449219,2675.81005859375
