Date,Unnamed: 0,adj_close,close,low,high,open,volume,SMA30,CMA30,EMA30,adx,bb_low,bb_ma,bb_high,macd,macdsignal,macdhist,rsi,stdev,slowk,slowd,dollar_close,sp500_close
2020-10-29,1282.0,3.775311946868897,3.775311946868897,3.7333829402923584,4.106396198272705,4.066606044769287,6527859.0,4.066834092140198,4.200813776254654,4.160556990251967,49.18337752766947,3.625057408034129,4.066834092140198,4.508610776246266,-0.08072515425089488,-0.0939683542591094,0.013243200008214523,42.00433532625362,0.22088834205303426,15.845941591464458,25.820200633096828,93.97699737548828,3310.110107421875
2020-10-30,1283.0,3.714937925338745,3.714937925338745,3.580127000808716,3.819171905517578,3.775311946868897,28434550.0,4.046580489476522,4.18896314574451,4.131807373160791,48.41893610444567,3.5978956161372473,4.046580489476522,4.495265362815797,-0.10235271432543058,-0.09564522627237364,-0.006707488053056945,41.55157986767811,0.22434243666963744,14.934941282470954,19.039828749313255,94.04199981689453,3269.9599609375
2020-11-02,1286.0,3.623914957046509,3.623914957046509,3.6143970489501953,3.85450291633606,3.682663917541504,20039697.0,4.008415182431539,4.1523280848156325,4.044637611102244,46.36730221730279,3.5037651611811387,4.008415182431539,4.513065203681939,-0.14865930707060038,-0.11623412031210714,-0.032425186758493235,40.959261162430884,0.2523250106252,13.860501266428669,12.811608183664381,94.1449966430664,3310.239990234375
2020-11-03,1287.0,3.332746982574463,3.332746982574463,3.2422571182250977,3.6555540561676025,3.623914957046509,24573095.0,3.987469744682312,4.134115171432495,3.9987091834552904,45.25672773809184,3.427569070677462,3.987469744682312,4.547370418687162,-0.18025054805605878,-0.12903740586089746,-0.05121314219516132,38.72216295740842,0.2799503370024249,15.831409298691517,14.812443389527566,93.55999755859375,3369.159912109375
2020-11-04,1288.0,3.184633016586304,3.184633016586304,3.002887964248657,3.3766589164733887,3.332746982574463,20709819.0,3.961023513476054,4.113474255022795,3.946188140431485,43.87859737346737,3.3312467112468305,3.961023513476054,4.590800315705278,-0.21476274214849544,-0.14618247311841706,-0.06858026903007838,37.640325611619396,0.31488840111461186,16.15434782017152,15.282086128430587,93.41100311279297,3443.43994140625
2020-11-05,1289.0,3.3582050800323486,3.3582050800323486,3.0228428840637207,3.3770980834960938,3.184633016586304,26135754.0,3.955041750272115,4.097404698108105,3.9082537494379923,42.569787121193635,3.3061740806127045,3.955041750272115,4.603909419931526,-0.22550856730615054,-0.16204769195596375,-0.0634608753501868,39.68322758339977,0.3244338348297052,25.947985316698738,19.31124747852061,92.51599884033203,3510.449951171875
2020-11-06,1290.0,3.595282077789306,3.595282077789306,3.318023920059204,3.6452419757843018,3.3582050800323486,33947029.0,3.9599905490875242,4.086943810184796,3.888062028686464,41.576084600296916,3.324577776791898,3.9599905490875242,4.59540332138315,-0.21244563771052594,-0.1721272811068762,-0.04031835660364974,42.35170190795192,0.31770638614781316,44.20840971589977,28.770247617590027,92.2249984741211,3509.43994140625
2020-11-09,1293.0,3.41712498664856,3.41712498664856,3.2658870220184326,3.539320945739746,3.476598024368286,25509378.0,3.8976852973302205,4.048439881380866,3.8054820123792523,39.33154227656626,3.1984986260363577,3.8976852973302205,4.596871968624083,-0.2063793834229588,-0.19035869722849788,-0.016020686194460926,41.18014010702878,0.3495933356469313,47.0907813169041,51.45509060084468,92.71499633789062,3550.5
2020-11-10,1294.0,3.586142063140869,3.586142063140869,3.3697280883789062,3.6405200958251953,3.41712498664856,24316551.0,3.880694063504537,4.039549538722405,3.79133104791226,38.644107841846676,3.176839688304384,3.880694063504537,4.58454843870469,-0.18858289240427561,-0.19000353626365343,0.0014206438593778181,43.11150889605348,0.3519271876000765,48.97414437751502,50.49328927665899,92.73600006103516,3545.530029296875
2020-11-11,1295.0,3.484355926513672,3.484355926513672,3.457200050354004,3.810148000717163,3.586142063140869,24727644.0,3.8496479272842405,4.029074187548655,3.7715262013704156,38.14869948189389,3.1609316107873826,3.8496479272842405,4.538364243781099,-0.18061037168007799,-0.18812490334693835,0.0075145316668603634,42.247294634617745,0.344358158248429,42.86812875154658,46.31101814865525,93.02400207519531,3572.659912109375
2020-11-12,1296.0,3.429142951965332,3.429142951965332,3.3197689056396484,3.560576915740967,3.484355926513672,25090677.0,3.814350899060567,4.017964349852668,3.7494369594733135,37.45357995982899,3.1520959425001895,3.814350899060567,4.476605855620944,-0.17671031071563004,-0.18584198482067668,0.009131674105046644,41.777351958646356,0.3311274782801887,38.003832356674145,43.28203516191193,92.95600128173828,3537.010009765625
2020-11-13,1297.0,3.697801113128662,3.697801113128662,3.391807079315185,3.697817087173462,3.429142951965332,27584233.0,3.7992757399876913,4.01214320009405,3.746105614547852,36.927159764998706,3.14777179696167,3.7992757399876913,4.450779683013713,-0.15020949441745657,-0.17871548674003265,0.028505992322576085,44.864513415417285,0.32575197151301066,47.80822323174945,42.893394779990075,92.75,3585.14990234375
2020-11-16,1300.0,3.716655969619751,3.716655969619751,3.459120035171509,3.816524028778076,3.5365800857543945,27372174.0,3.7456050237019856,3.990027534550634,3.717692231740624,35.6822688898719,3.1196217196580056,3.7456050237019856,4.3715883277459655,-0.11012561302296886,-0.15328184802502948,0.04315623500206062,45.58398271681754,0.3129916520219899,53.653734674601566,51.95449967468142,92.62999725341797,3626.909912109375
2020-11-17,1301.0,3.831768035888672,3.831768035888672,3.698241949081421,3.915112018585205,3.7887139320373535,23031677.0,3.73612855275472,3.987345170166533,3.725051961040498,35.526000489567714,3.12442004988108,3.73612855275472,4.347837055628361,-0.08122987544097615,-0.1388714535082188,0.057641578067242655,46.85574573880845,0.30585425143682016,69.39414179378853,58.840757472751285,92.39800262451172,3609.530029296875
